gene	gene_class	any_abnormal_n	any_abnormal_rate	any_normal_n	any_normal_rate	any_control_n	any_control_rate	any_rate_ab_minus_normal	any_rate_ab_minus_control	exon_abnormal_n	exon_abnormal_rate	exon_normal_n	exon_normal_rate	exon_control_n	exon_control_rate	exon_rate_ab_minus_normal	exon_rate_ab_minus_control	acmg4_abnormal_n	acmg4_abnormal_rate	acmg4_normal_n	acmg4_normal_rate	acmg4_control_n	acmg4_control_rate	acmg4_rate_ab_minus_normal	acmg4_rate_ab_minus_control
NCOR2	histone_erase	35	0.45454545454545453	164	0.3923444976076555	75	0.49019607843137253	0.062200956937799035	-0.035650623885918	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SETD1B	histone_write	34	0.44155844155844154	160	0.3827751196172249	67	0.43790849673202614	0.05878332194121666	0.0036499448264153966	34	0.44155844155844154	160	0.3827751196172249	67	0.43790849673202614	0.05878332194121666	0.0036499448264153966	0	0.0	0	0.0	0	0.0	0.0	0.0
CECR2	histone_read	33	0.42857142857142855	156	0.37320574162679426	67	0.43790849673202614	0.055365686944634285	-0.009337068160597595	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CHD7	chromatin_remodeling	33	0.42857142857142855	193	0.46172248803827753	70	0.45751633986928103	-0.03315105946684899	-0.028944911297852483	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PHF21A	histone_erase	32	0.4155844155844156	162	0.3875598086124402	74	0.48366013071895425	0.028024606971975397	-0.06807571513453864	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
TOP2B	chromatin_remodeling	32	0.4155844155844156	175	0.41866028708133973	84	0.5490196078431373	-0.0030758714969241208	-0.1334351922587217	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
HAT1	histone_write	31	0.4025974025974026	161	0.38516746411483255	38	0.24836601307189543	0.017429938482570073	0.1542313895255072	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
RBFOX1	rna_modification	31	0.4025974025974026	148	0.35406698564593303	52	0.33986928104575165	0.04853041695146959	0.06272812155165097	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ARID4B	histone_write	30	0.38961038961038963	174	0.41626794258373206	67	0.43790849673202614	-0.026657552973342435	-0.04829810712163651	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ZNF516	histone_erase	29	0.37662337662337664	144	0.3444976076555024	46	0.3006535947712418	0.032125768967874224	0.07596978185213482	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0
JARID2	histone_write	28	0.36363636363636365	154	0.3684210526315789	48	0.3137254901960784	-0.0047846889952152805	0.04991087344028522	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CIT	histone_write	25	0.3246753246753247	74	0.17703349282296652	32	0.20915032679738563	0.14764183185235816	0.11552499787793905	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PRKCB	histone_write	25	0.3246753246753247	155	0.3708133971291866	52	0.33986928104575165	-0.04613807245386192	-0.015193956370426975	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
KDM4B	histone_erase	24	0.3116883116883117	74	0.17703349282296652	41	0.2679738562091503	0.13465481886534517	0.04371445547916136	24	0.3116883116883117	73	0.17464114832535885	41	0.2679738562091503	0.13704716336295283	0.04371445547916136	0	0.0	0	0.0	0	0.0	0.0	0.0
APOBEC3A	dna_modification	23	0.2987012987012987	92	0.22009569377990432	40	0.26143790849673204	0.07860560492139437	0.03726339020456665	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
KDM4C	histone_erase	23	0.2987012987012987	83	0.19856459330143542	35	0.22875816993464052	0.10013670539986327	0.06994312876665817	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
KDM5B	histone_erase	23	0.2987012987012987	162	0.3875598086124402	68	0.4444444444444444	-0.08885850991114153	-0.14574314574314573	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CREBBP	histone_write	22	0.2857142857142857	120	0.28708133971291866	51	0.3333333333333333	-0.001367053998632961	-0.047619047619047616	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CTBP1	chromatin_remodeling	21	0.2727272727272727	121	0.2894736842105263	54	0.35294117647058826	-0.01674641148325362	-0.08021390374331555	21	0.2727272727272727	121	0.2894736842105263	54	0.35294117647058826	-0.01674641148325362	-0.08021390374331555	0	0.0	0	0.0	0	0.0	0.0	0.0
NCOA1	histone_write	20	0.2597402597402597	125	0.29904306220095694	42	0.27450980392156865	-0.03930280246069723	-0.014769544181308936	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
APOBEC3D	dna_modification	15	0.19480519480519481	74	0.17703349282296652	30	0.19607843137254902	0.0177717019822283	-0.0012732365673542023	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PRMT8	histone_write	15	0.19480519480519481	60	0.14354066985645933	23	0.1503267973856209	0.051264524948735485	0.044478397419573906	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
EHMT1	histone_write	13	0.16883116883116883	24	0.05741626794258373	9	0.058823529411764705	0.1114149008885851	0.11000763941940413	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
EYA1	histone_erase	12	0.15584415584415584	57	0.13636363636363635	20	0.13071895424836602	0.019480519480519487	0.02512520159578982	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PBRM1	histone_read	11	0.14285714285714285	56	0.1339712918660287	26	0.16993464052287582	0.008885850991114136	-0.027077497665732975	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
UBE2D3	histone_write	11	0.14285714285714285	75	0.17942583732057416	23	0.1503267973856209	-0.036568694463431306	-0.007469654528478059	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PRDM5	histone_write	10	0.12987012987012986	51	0.12200956937799043	22	0.1437908496732026	0.007860560492139429	-0.013920719803072745	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PBK	histone_write	9	0.11688311688311688	38	0.09090909090909091	20	0.13071895424836602	0.02597402597402597	-0.01383583736524914	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SUV39H2	histone_write	9	0.11688311688311688	77	0.18421052631578946	30	0.19607843137254902	-0.06732740943267258	-0.07919531448943214	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
UIMC1	histone_read	9	0.11688311688311688	34	0.08133971291866028	15	0.09803921568627451	0.0355434039644566	0.018843901196842372	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
FOXP1	tf	7	0.09090909090909091	30	0.07177033492822966	9	0.058823529411764705	0.019138755980861247	0.03208556149732621	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
HDAC9	histone_erase	7	0.09090909090909091	32	0.07655502392344497	8	0.05228758169934641	0.014354066985645939	0.038621509209744505	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
HIRA	histone_read	7	0.09090909090909091	33	0.07894736842105263	13	0.08496732026143791	0.011961722488038284	0.005941770647653	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
TAF4	histone_chaperone	7	0.09090909090909091	37	0.08851674641148326	12	0.0784313725490196	0.002392344497607654	0.012477718360071305	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
MBTD1	polycomb	6	0.07792207792207792	35	0.08373205741626795	8	0.05228758169934641	-0.005809979494190029	0.025634496222731513	6	0.07792207792207792	35	0.08373205741626795	8	0.05228758169934641	-0.005809979494190029	0.025634496222731513	0	0.0	0	0.0	0	0.0	0.0	0.0
ERBB4	histone_other	5	0.06493506493506493	26	0.06220095693779904	9	0.058823529411764705	0.0027341079972658874	0.006111535523300224	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PRDM11	histone_write	5	0.06493506493506493	32	0.07655502392344497	6	0.0392156862745098	-0.011619958988380044	0.025719378660555126	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SUPT3H	histone_write	5	0.06493506493506493	24	0.05741626794258373	8	0.05228758169934641	0.007518796992481196	0.012647483235718522	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
APOBEC3H	dna_modification	4	0.05194805194805195	20	0.04784688995215311	9	0.058823529411764705	0.0041011619958988416	-0.006875477463712754	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
BRCA1	histone_write	4	0.05194805194805195	37	0.08851674641148326	19	0.12418300653594772	-0.036568694463431306	-0.07223495458789576	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
EYA4	histone_erase	4	0.05194805194805195	20	0.04784688995215311	12	0.0784313725490196	0.0041011619958988416	-0.026483320600967655	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
RBM25	rna_modification	4	0.05194805194805195	22	0.05263157894736842	7	0.0457516339869281	-0.0006835269993164667	0.00619641796112385	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SUPT6H	histone_erase	4	0.05194805194805195	10	0.023923444976076555	5	0.032679738562091505	0.028024606971975397	0.019268313385960446	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
TADA2A	histone_read	4	0.05194805194805195	16	0.03827751196172249	5	0.032679738562091505	0.013670539986329465	0.019268313385960446	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
BRD1	histone_read	3	0.03896103896103896	14	0.03349282296650718	4	0.026143790849673203	0.005468215994531782	0.012817248111365757	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
BRD8	histone_read	3	0.03896103896103896	43	0.10287081339712918	17	0.1111111111111111	-0.06390977443609022	-0.07215007215007214	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CHD3	chromatin_remodeling	2	0.025974025974025976	22	0.05263157894736842	7	0.0457516339869281	-0.026657552973342442	-0.019777608012902126	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
GFI1B	histone_other	2	0.025974025974025976	2	0.004784688995215311	4	0.026143790849673203	0.021189336978810664	-0.00016976487564722767	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SP140	histone_read	2	0.025974025974025976	15	0.03588516746411483	4	0.026143790849673203	-0.009911141490088857	-0.00016976487564722767	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
TRIM33	histone_read	2	0.025974025974025976	4	0.009569377990430622	2	0.013071895424836602	0.016404647983595352	0.012902130549189374	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ZBTB7C	histone_other	2	0.025974025974025976	11	0.02631578947368421	8	0.05228758169934641	-0.00034176349965823333	-0.02631355572532043	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ASXL2	histone_read	1	0.012987012987012988	0	0.0	0	0.0	0.012987012987012988	0.012987012987012988	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
BANP	histone_write	1	0.012987012987012988	4	0.009569377990430622	1	0.006535947712418301	0.0034176349965823662	0.006451065274594687	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
BRWD3	histone_read	1	0.012987012987012988	1	0.0023923444976076554	0	0.0	0.010594668489405332	0.012987012987012988	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
DOT1L	histone_write	1	0.012987012987012988	1	0.0023923444976076554	0	0.0	0.010594668489405332	0.012987012987012988	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ELP4	histone_write	1	0.012987012987012988	0	0.0	1	0.006535947712418301	0.012987012987012988	0.006451065274594687	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
HMGB1	chromatin_remodeling	1	0.012987012987012988	20	0.04784688995215311	3	0.0196078431372549	-0.03485987696514012	-0.006620830150241914	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
KDM6A	histone_erase	1	0.012987012987012988	1	0.0023923444976076554	0	0.0	0.010594668489405332	0.012987012987012988	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
KMT2C	histone_write	1	0.012987012987012988	5	0.011961722488038277	1	0.006535947712418301	0.0010252904989747104	0.006451065274594687	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
MAPKAPK3	chromatin_remodeling	1	0.012987012987012988	1	0.0023923444976076554	1	0.006535947712418301	0.010594668489405332	0.006451065274594687	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
MIS18BP1	chromatin_remodeling	1	0.012987012987012988	15	0.03588516746411483	6	0.0392156862745098	-0.022898154477101845	-0.026228673287496816	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PHF20	histone_write	1	0.012987012987012988	0	0.0	0	0.0	0.012987012987012988	0.012987012987012988	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SRRM4	rna_modification	1	0.012987012987012988	13	0.03110047846889952	5	0.032679738562091505	-0.018113465481886533	-0.019692725575078517	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
UBE2B	histone_write	1	0.012987012987012988	6	0.014354066985645933	4	0.026143790849673203	-0.0013670539986329455	-0.013156777862660216	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ZMYND11	histone_read	1	0.012987012987012988	6	0.014354066985645933	4	0.026143790849673203	-0.0013670539986329455	-0.013156777862660216	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
APOBEC3F	dna_modification	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ARID1B	histone_write	0	0.0	2	0.004784688995215311	1	0.006535947712418301	-0.004784688995215311	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
BAZ2B	histone_read	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
BCOR	polycomb	0	0.0	2	0.004784688995215311	0	0.0	-0.004784688995215311	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CBX1	histone_read	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CDK17	histone_write	0	0.0	2	0.004784688995215311	1	0.006535947712418301	-0.004784688995215311	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	1	0.0023923444976076554	1	0.006535947712418301	-0.0023923444976076554	-0.006535947712418301
CELF1	rna_modification	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0
CELF2	rna_modification	0	0.0	1	0.0023923444976076554	1	0.006535947712418301	-0.0023923444976076554	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CHD4	chromatin_remodeling	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CHD9	chromatin_remodeling	0	0.0	16	0.03827751196172249	8	0.05228758169934641	-0.03827751196172249	-0.05228758169934641	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
CTCFL	chromatin_remodeling	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
EYA2	histone_erase	0	0.0	18	0.0430622009569378	10	0.06535947712418301	-0.0430622009569378	-0.06535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
FOXO1	tf	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
GATAD2A	histone_read	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
MAX	histone_write	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
MBNL1	rna_modification	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
MLLT1	chromatin_remodeling	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
MTA3	chromatin_remodeling	0	0.0	9	0.0215311004784689	3	0.0196078431372549	-0.0215311004784689	-0.0196078431372549	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PHF8	histone_erase	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
POGZ	histone_read	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PRKAG2	histone_write	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
PRKCA	histone_write	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
RAD54L2	chromatin_remodeling	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
RAG1	histone_write	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
RCOR1	histone_erase	0	0.0	2	0.004784688995215311	0	0.0	-0.004784688995215311	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
RCOR3	histone_erase	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
RNF2	histone_write	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SETD2	histone_write	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SFSWAP	rna_modification	0	0.0	0	0.0	1	0.006535947712418301	0.0	-0.006535947712418301	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
SMARCA2	histone_read	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
TRIM16	histone_write	0	0.0	2	0.004784688995215311	0	0.0	-0.004784688995215311	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
TRIM24	histone_read	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
USP7	dna_modification	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
YAF2	chromatin_remodeling	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ZMYND8	histone_erase	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
ZRANB3	chromatin_remodeling	0	0.0	1	0.0023923444976076554	0	0.0	-0.0023923444976076554	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0	0.0	0.0	0.0
