coord_key	chrom	pos	end	svtype	sv_id	cohort_carrier	cohort_rate	abnormal_carrier	abnormal_total	abnormal_rate	normal_carrier	normal_total	normal_rate	control_carrier	control_total	control_rate	p_abnormal_vs_control	p_abnormal_vs_normal	p_normal_vs_control	fdr_abnormal_vs_control	fdr_abnormal_vs_normal	fdr_normal_vs_control	delta_abnormal_vs_normal	delta_abnormal_vs_control	abnormal_specific	enrichment_pattern
chr9:74859875:96593145:DEL	chr9	74859875	96593145	DEL	0055c_Sniffles2.DEL.156ES8	2	0.003898635477582846	1	47	0.02127659574468085	1	356	0.0028089887640449437	0	110	0.0	0.29936305732484075	0.21990543560115058	0.7639484978540773	1.0	0.8691500549950236	1.0	0.018467606980635907	0.02127659574468085	0	none
chr1:103993369:144643033:DEL	chr1	103993369	144643033	DEL	0013C_Sniffles2.DEL.783S0	103	0.20077972709551656	8	47	0.1702127659574468	81	356	0.22752808988764045	14	110	0.12727272727272726	0.3166273029672697	0.8606450332948147	0.013541520563053666	1.0	1.0	0.79570735014957	-0.057315323930193646	0.042940038684719545	0	none
chr2:1834957:1835006:DEL	chr2	1834957	1835006	DEL	Sniffles2.DEL.3A4M1	64	0.12475633528265107	6	47	0.1276595744680851	48	356	0.1348314606741573	10	110	0.09090909090909091	0.33226830793006984	0.6270525460480372	0.1450671363182043	1.0	1.0	1.0	-0.007171886206072203	0.036750483558994185	0	none
chr8:144398165:144398276:DEL	chr8	144398165	144398276	DEL	Sniffles2.DEL.7667M7	111	0.21637426900584794	11	47	0.23404255319148937	79	356	0.22191011235955055	21	110	0.19090909090909092	0.3401399640152387	0.4887790342646009	0.2912478329786411	1.0	1.0	1.0	0.012132440831938818	0.04313346228239845	0	none
chr21:44532945:44532992:DEL	chr21	44532945	44532992	DEL	Sniffles2.DEL.45C5M14	29	0.056530214424951264	4	47	0.0851063829787234	19	356	0.05337078651685393	6	110	0.05454545454545454	0.34593279305985103	0.2741888946099997	0.6271620384364179	1.0	0.9894642718534771	1.0	0.03173559646186947	0.03056092843326886	0	none
chr1:99352791:146109344:DEL	chr1	99352791	146109344	DEL	A0283_Sniffles2.DEL.A5ES0	7	0.01364522417153996	2	47	0.0425531914893617	3	356	0.008426966292134831	2	110	0.01818181818181818	0.3465862265944452	0.10590007010337414	0.9117572221959036	1.0	0.7446077495705287	1.0	0.03412622519722687	0.02437137330754352	0	none
chrY:246826:57107140:DEL	chrY	246826	57107140	DEL	Sniffles2.DEL.181M16	10	0.01949317738791423	2	47	0.0425531914893617	6	356	0.016853932584269662	2	110	0.01818181818181818	0.3465862265944452	0.23680586246130877	0.7138548214191258	1.0	0.8934039356494832	1.0	0.02569925890509204	0.02437137330754352	0	none
chr4:1364139:1364202:DEL	chr4	1364139	1364202	DEL	Sniffles2.DEL.25EM3	238	0.46393762183235865	24	47	0.5106382978723404	163	356	0.45786516853932585	51	110	0.4636363636363636	0.3571313955899395	0.2988192506374518	0.5859046896318724	1.0	0.9938865824700756	1.0	0.052773129333014535	0.04700193423597676	0	none
chr9:40270984:72000745:DEL	chr9	40270984	72000745	DEL	Sniffles2.DEL.1C52M8	121	0.23586744639376217	12	47	0.2553191489361702	84	356	0.23595505617977527	25	110	0.22727272727272727	0.42547935481674026	0.4463435587469835	0.4812537103155122	1.0	1.0	1.0	0.01936409275639492	0.028046421663442928	0	none
chr22:29178921:32131948:DEL	chr22	29178921	32131948	DEL	Sniffles2.DEL.583CM15	38	0.07407407407407407	4	47	0.0851063829787234	27	356	0.07584269662921349	7	110	0.06363636363636363	0.4284628476532207	0.5006428577138607	0.42498542562324404	1.0	1.0	1.0	0.009263686349509914	0.021470019342359772	0	none
chr21:41415515:44225636:DEL	chr21	41415515	44225636	DEL	0010C_Sniffles2.DEL.214S14	76	0.14814814814814814	10	47	0.2127659574468085	45	356	0.12640449438202248	21	110	0.19090909090909092	0.4546790422684379	0.08606181790584903	0.9651224463985205	1.0	0.7446077495705287	1.0	0.08636146306478604	0.021856866537717595	0	none
chr1:99320265:146136990:DEL	chr1	99320265	146136990	DEL	0022C_Sniffles2.DEL.792S0	20	0.03898635477582846	2	47	0.0425531914893617	15	356	0.042134831460674156	3	110	0.02727272727272727	0.4717822454802597	0.6113331154111099	0.3512519921755579	1.0	1.0	1.0	0.00041836002868754496	0.01528046421663443	0	none
chr11:640039:640135:DEL	chr11	640039	640135	DEL	0014c_Sniffles2.DEL.5B1SA	16	0.031189083820662766	2	47	0.0425531914893617	11	356	0.03089887640449438	3	110	0.02727272727272727	0.4717822454802597	0.46051293285816575	0.5705747465079662	1.0	1.0	1.0	0.01165431508486732	0.01528046421663443	0	none
chr14:19652391:87976665:DEL	chr14	19652391	87976665	DEL	0017C_Sniffles2.DEL.302SD	25	0.04873294346978557	2	47	0.0425531914893617	20	356	0.056179775280898875	3	110	0.02727272727272727	0.4717822454802597	0.753179992246913	0.16601842614479476	1.0	1.0	1.0	-0.013626583791537174	0.01528046421663443	0	none
chr1:108190708:108194629:DEL	chr1	108190708	108194629	DEL	159_Sniffles2.DEL.63ES0	8	0.015594541910331383	1	47	0.02127659574468085	6	356	0.016853932584269662	1	110	0.00909090909090909	0.5104523926179978	0.5831380986685218	0.4791655066723389	1.0	1.0	1.0	0.004422663160411188	0.01218568665377176	0	none
chr11:9839671:9839720:DEL	chr11	9839671	9839720	DEL	Sniffles2.DEL.C4CMA	4	0.007797270955165692	1	47	0.02127659574468085	2	356	0.0056179775280898875	1	110	0.00909090909090909	0.5104523926179978	0.3113379655930357	0.8597607260332176	1.0	0.9938865824700756	1.0	0.015658618216590963	0.01218568665377176	0	none
chr14:19617570:88011699:DEL	chr14	19617570	88011699	DEL	0002C_Sniffles2.DEL.350SD	388	0.7563352826510721	36	47	0.7659574468085106	269	356	0.7556179775280899	83	110	0.7545454545454545	0.5257833685477176	0.5197750808607856	0.5368751215312894	1.0	1.0	1.0	0.010339469280420732	0.011411992263056114	0	none
chr22:21378521:29248808:DEL	chr22	21378521	29248808	DEL	Sniffles2.DEL.582AM15	68	0.13255360623781676	7	47	0.14893617021276595	45	356	0.12640449438202248	16	110	0.14545454545454545	0.5659652620352847	0.4036757079896259	0.7550668099553774	1.0	1.0	1.0	0.022531675830743475	0.003481624758220503	0	none
chr21:41473874:44165619:DEL	chr21	41473874	44165619	DEL	Sniffles2.DEL.451DM14	16	0.031189083820662766	1	47	0.02127659574468085	13	356	0.03651685393258427	2	110	0.01818181818181818	0.6588958606628629	0.8290907288865637	0.2716161255243278	1.0	1.0	1.0	-0.015240258187903418	0.0030947775628626696	0	none
chr22:32084637:32084733:DEL	chr22	32084637	32084733	DEL	0047c_Sniffles2.DEL.10B3S15	7	0.01364522417153996	1	47	0.02127659574468085	4	356	0.011235955056179775	2	110	0.01818181818181818	0.6588958606628629	0.4638446757689739	0.8533261561943455	1.0	1.0	1.0	0.010040640688501076	0.0030947775628626696	0	none
chr4:49306352:140903640:DEL	chr4	49306352	140903640	DEL	Sniffles2.DEL.27ECM3	22	0.042884990253411304	1	47	0.02127659574468085	19	356	0.05337078651685393	2	110	0.01818181818181818	0.6588958606628629	0.9214945562142964	0.09130153385879185	1.0	1.0	1.0	-0.032094190772173084	0.0030947775628626696	0	none
chr14:77236308:77236383:DEL	chr14	77236308	77236383	DEL	0003C_Sniffles2.DEL.46ESD	119	0.23196881091617932	7	47	0.14893617021276595	94	356	0.2640449438202247	18	110	0.16363636363636364	0.6736055982631488	0.9755918609854646	0.019173671087941446	1.0	1.0	0.79570735014957	-0.11510877360745875	-0.014700193423597685	0	none
chr5:483416:483461:DEL	chr5	483416	483461	DEL	Sniffles2.DEL.16BM4	78	0.15204678362573099	9	47	0.19148936170212766	45	356	0.12640449438202248	24	110	0.21818181818181817	0.7182699889776788	0.1572549980612648	0.9927293528024475	1.0	0.8157603024428112	1.0	0.06508486732010518	-0.026692456479690513	0	none
chr1:105750164:143270078:DEL	chr1	105750164	143270078	DEL	Sniffles2.DEL.862DM0	30	0.05847953216374269	3	47	0.06382978723404255	18	356	0.05056179775280899	9	110	0.08181818181818182	0.7559686721739982	0.45266735203969194	0.9235665193500568	1.0	1.0	1.0	0.01326798948123356	-0.01798839458413927	0	none
chr1:152355608:152355839:DEL	chr1	152355608	152355839	DEL	0004c_Sniffles2.DEL.1848S0	115	0.22417153996101363	9	47	0.19148936170212766	81	356	0.22752808988764045	25	110	0.22727272727272727	0.7583514390832032	0.7676730213626412	0.554402282147166	1.0	1.0	1.0	-0.03603872818551279	-0.03578336557059961	0	none
chr1:105417121:143223844:DUP	chr1	105417121	143223844	DUP	154_Sniffles2.DUP.B39S0	20	0.03898635477582846	1	47	0.02127659574468085	16	356	0.0449438202247191	3	110	0.02727272727272727	0.7629990720190021	0.8839800344510775	0.3058176809167238	1.0	1.0	1.0	-0.02366722448003825	-0.005996131528046421	0	none
chrX:70897638:70897700:DEL	chrX	70897638	70897700	DEL	0003C_Sniffles2.DEL.2C3S16	32	0.06237816764132553	3	47	0.06382978723404255	19	356	0.05337078651685393	10	110	0.09090909090909091	0.807676948100635	0.4851981887231776	0.9458230302901406	1.0	1.0	1.0	0.010459000717188617	-0.027079303675048363	0	none
chr21:41491854:44147687:DEL	chr21	41491854	44147687	DEL	Sniffles2.DEL.4517M14	22	0.042884990253411304	1	47	0.02127659574468085	17	356	0.047752808988764044	4	110	0.03636363636363636	0.8358032786536878	0.8981068178210241	0.42154265731583274	1.0	1.0	1.0	-0.026476213244083193	-0.015087040618955511	0	none
chr13:110646911:110646956:DEL	chr13	110646911	110646956	DEL	Sniffles2.DEL.7C86MC	199	0.38791423001949316	16	47	0.3404255319148936	138	356	0.38764044943820225	45	110	0.4090909090909091	0.8381628523627421	0.7827662917563434	0.6975178402775952	1.0	1.0	1.0	-0.04721491752330864	-0.06866537717601551	0	none
chr7:248511:248558:DEL	chr7	248511	248558	DEL	Sniffles2.DEL.D8M6	169	0.32943469785575047	12	47	0.2553191489361702	112	356	0.3146067415730337	45	110	0.4090909090909091	0.9795873093878165	0.8403485218518506	0.9733654252287588	1.0	1.0	1.0	-0.059287592636863506	-0.15377176015473892	0	none
chr1:45496391:45504908:DEL	chr1	45496391	45504908	DEL	263_Sniffles2.DEL.63BS0	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr1:105709468:143261141:DEL	chr1	105709468	143261141	DEL	Sniffles2.DEL.8612M0	1	0.001949317738791423	0	47	0.0	0	356	0.0	1	110	0.00909090909090909	1.0	1.0	1.0	1.0	1.0	1.0	0.0	-0.00909090909090909	0	none
chr1:105412219:143281037:DEL	chr1	105412219	143281037	DEL	Sniffles2.DEL.863EM0	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr1:103822304:144813717:DEL	chr1	103822304	144813717	DEL	Sniffles2.DEL.897DM0	5	0.009746588693957114	0	47	0.0	5	356	0.014044943820224719	0	110	0.0	1.0	1.0	0.25847536972155116	1.0	1.0	1.0	-0.014044943820224719	0.0	0	none
chr1:152304272:152305244:DEL	chr1	152304272	152305244	DEL	Sniffles2.DEL.90AFM0	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr1:152306974:152307177:DEL	chr1	152306974	152307177	DEL	Sniffles2.DEL.90B4M0	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr11:61364794:61367568:DEL	chr11	61364794	61367568	DEL	A0313_Sniffles2.DEL.336SA	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr12:96652131:96725162:DEL	chr12	96652131	96725162	DEL	zz230125_Sniffles2.DEL.336SB	1	0.001949317738791423	0	47	0.0	0	356	0.0	1	110	0.00909090909090909	1.0	1.0	1.0	1.0	1.0	1.0	0.0	-0.00909090909090909	0	none
chr12:96140819:96890276:DEL	chr12	96140819	96890276	DEL	A0682_Sniffles2.DEL.300SB	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr12:96469027:97561070:DEL	chr12	96469027	97561070	DEL	185_Sniffles2.DEL.1194SB	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr16:22457760:66420975:DEL	chr16	22457760	66420975	DEL	Sniffles2.DEL.1471MF	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr16:29663836:29663883:DEL	chr16	29663836	29663883	DEL	Sniffles2.DEL.1A28MF	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr16:89544669:89544715:DEL	chr16	89544669	89544715	DEL	Sniffles2.DEL.781EMF	2	0.003898635477582846	0	47	0.0	1	356	0.0028089887640449437	1	110	0.00909090909090909	1.0	1.0	0.9446674973464396	1.0	1.0	1.0	-0.0028089887640449437	-0.00909090909090909	0	none
chr17:41753231:41756480:DEL	chr17	41753231	41756480	DEL	ZZ240137_Sniffles2.DEL.CC2S10	1	0.001949317738791423	0	47	0.0	0	356	0.0	1	110	0.00909090909090909	1.0	1.0	1.0	1.0	1.0	1.0	0.0	-0.00909090909090909	0	none
chr18:20730681:59771111:DEL	chr18	20730681	59771111	DEL	Sniffles2.DEL.23C4M11	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr18:20796367:59531917:DEL	chr18	20796367	59531917	DEL	Sniffles2.DEL.24CCM11	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr19:3590667:3590724:DEL	chr19	3590667	3590724	DEL	Sniffles2.DEL.637M12	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr19:50328934:50328986:DEL	chr19	50328934	50328986	DEL	CS221046_Sniffles2.DEL.2E2S12	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr2:110307300:131465929:DEL	chr2	110307300	131465929	DEL	Sniffles2.DEL.6C98M1	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr20:62957431:62957482:DEL	chr20	62957431	62957482	DEL	Sniffles2.DEL.4C6EM13	2	0.003898635477582846	0	47	0.0	2	356	0.0056179775280898875	0	110	0.0	1.0	1.0	0.5832294983617149	1.0	1.0	1.0	-0.0056179775280898875	0.0	0	none
chr22:36544125:37371640:DEL	chr22	36544125	37371640	DEL	180_Sniffles2.DEL.CEBS15	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr22:36481964:37474992:DEL	chr22	36481964	37474992	DEL	Sniffles2.DEL.45D8M15	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr22:36831618:37259015:DEL	chr22	36831618	37259015	DEL	A0497_Sniffles2.DEL.400S15	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr22:36594446:37154353:DEL	chr22	36594446	37154353	DEL	118_Sniffles2.DEL.348S15	2	0.003898635477582846	0	47	0.0	2	356	0.0056179775280898875	0	110	0.0	1.0	1.0	0.5832294983617149	1.0	1.0	1.0	-0.0056179775280898875	0.0	0	none
chr22:50220619:50220781:DEL	chr22	50220619	50220781	DEL	370_Sniffles2.DEL.462S15	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr4:1058271:1058310:DEL	chr4	1058271	1058310	DEL	Sniffles2.DEL.1D2M3	5	0.009746588693957114	0	47	0.0	3	356	0.008426966292134831	2	110	0.01818181818181818	1.0	1.0	0.9117572221959036	1.0	1.0	1.0	-0.008426966292134831	-0.01818181818181818	0	none
chr4:9994276:10025784:DEL	chr4	9994276	10025784	DEL	A0972_Sniffles2.DEL.3E8S3	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr5:78813977:78816048:DEL	chr5	78813977	78816048	DEL	Sniffles2.DEL.4BADM4	3	0.005847953216374269	0	47	0.0	3	356	0.008426966292134831	0	110	0.0	1.0	1.0	0.4449638845259635	1.0	1.0	1.0	-0.008426966292134831	0.0	0	none
chr6:26723678:143921257:DEL	chr6	26723678	143921257	DEL	0014c_Sniffles2.DEL.7D8S5	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr7:15341546:143846692:DEL	chr7	15341546	143846692	DEL	Sniffles2.DEL.7B31M6	3	0.005847953216374269	0	47	0.0	3	356	0.008426966292134831	0	110	0.0	1.0	1.0	0.4449638845259635	1.0	1.0	1.0	-0.008426966292134831	0.0	0	none
chr9:40025358:71963003:DEL	chr9	40025358	71963003	DEL	Sniffles2.DEL.1C2BM8	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chr9:43860302:77792481:DEL	chr9	43860302	77792481	DEL	Sniffles2.DEL.308DM8	1	0.001949317738791423	0	47	0.0	1	356	0.0028089887640449437	0	110	0.0	1.0	1.0	0.7639484978540773	1.0	1.0	1.0	-0.0028089887640449437	0.0	0	none
chrX:3210451:152719487:DEL	chrX	3210451	152719487	DEL	zz230299_Sniffles2.DEL.36ES16	1	0.001949317738791423	0	47	0.0	0	356	0.0	1	110	0.00909090909090909	1.0	1.0	1.0	1.0	1.0	1.0	0.0	-0.00909090909090909	0	none
