coord_key	chrom	pos	end	svtype	sv_id	cohort_carrier	cohort_rate	abnormal_carrier	abnormal_total	abnormal_rate	normal_carrier	normal_total	normal_rate	control_carrier	control_total	control_rate	p_abnormal_vs_control	p_abnormal_vs_normal	p_normal_vs_control	fdr_abnormal_vs_control	fdr_abnormal_vs_normal	fdr_normal_vs_control	delta_abnormal_vs_normal	delta_abnormal_vs_control	abnormal_specific	enrichment_pattern
chr3:6372246:6372246:INS	chr3	6372246	6372246	INS	0002C_Sniffles2.INS.1BS2	71	0.13840155945419103	8	47	0.1702127659574468	61	356	0.17134831460674158	2	110	0.01818181818181818	0.0010902268431275263	0.5758000497885831	2.97854303311302e-06	0.6325467029244956	1.0	0.013028643650675202	-0.0011355486492947708	0.15203094777562862	0	normal_vs_control
chr2:192729435:192729435:INS	chr2	192729435	192729435	INS	Sniffles2.INS.A1FDM1	69	0.13450292397660818	6	47	0.1276595744680851	61	356	0.17134831460674158	2	110	0.01818181818181818	0.009375178932864206	0.8322039636016664	2.97854303311302e-06	0.9272760784705912	1.0	0.013028643650675202	-0.04368874013865648	0.10947775628626691	0	normal_vs_control
chr13:24460441:24460441:INS	chr13	24460441	24460441	INS	Sniffles2.INS.407EMC	203	0.39571150097465885	21	47	0.44680851063829785	159	356	0.44662921348314605	23	110	0.20909090909090908	0.002619464781273913	0.5593578264260599	3.7113013422137843e-06	0.7922207964663913	1.0	0.014985092880984733	0.000179297155151803	0.23771760154738877	0	normal_vs_control
chr1:61886821:61886821:INS	chr1	61886821	61886821	INS	Sniffles2.INS.359EM0	247	0.48148148148148145	17	47	0.3617021276595745	196	356	0.550561797752809	34	110	0.3090909090909091	0.32091737184223557	0.99535319971874	6.516049042500852e-06	1.0	1.0	0.024430529588633555	-0.1888596700932345	0.05261121856866541	0	normal_vs_control
chr2:157226576:157226576:INS	chr2	157226576	157226576	INS	Sniffles2.INS.8C0BM1	232	0.4522417153996101	16	47	0.3404255319148936	185	356	0.5196629213483146	31	110	0.2818181818181818	0.29085983299992546	0.9934967540920602	7.635408622757518e-06	1.0	1.0	0.026718839907236145	-0.179237389433421	0.05860735009671181	0	normal_vs_control
chr4:139368025:139368025:INS	chr4	139368025	139368025	INS	0002C_Sniffles2.INS.242S3	227	0.442495126705653	26	47	0.5531914893617021	173	356	0.4859550561797753	28	110	0.2545454545454545	0.000358458638756404	0.23852367957721318	1.0425569727705801e-05	0.46317676209118513	1.0	0.030515772675090494	0.06723643318192685	0.29864603481624763	0	normal_vs_control
chr6:1260896:1260939:DEL	chr6	1260896	1260939	DEL	Sniffles2.DEL.17FM5	219	0.4269005847953216	18	47	0.3829787234042553	173	356	0.4859550561797753	28	110	0.2545454545454545	0.07790876410265804	0.9317943789965949	1.0425569727705801e-05	1.0	1.0	0.030515772675090494	-0.10297633277551999	0.1284332688588008	0	normal_vs_control
chr13:111307701:111307701:INS	chr13	111307701	111307701	INS	0003C_Sniffles2.INS.1AASC	273	0.5321637426900585	32	47	0.6808510638297872	204	356	0.5730337078651685	37	110	0.33636363636363636	6.726541678304018e-05	0.10422555014374728	1.0464543877912533e-05	0.2206726079338612	1.0	0.030515772675090494	0.10781735596461872	0.34448742746615085	0	normal_vs_control
chr7:133177695:133177695:INS	chr7	133177695	133177695	INS	0002C_Sniffles2.INS.252S6	233	0.45419103313840153	24	47	0.5106382978723404	179	356	0.5028089887640449	30	110	0.2727272727272727	0.0038833075467972155	0.5217396781774808	1.342742866554664e-05	0.8637068353024824	1.0	0.03502354175552595	0.00782930910829549	0.23791102514506768	0	normal_vs_control
chr22:22558121:22558169:DEL	chr22	22558121	22558169	DEL	Sniffles2.DEL.5984M15	157	0.3060428849902534	21	47	0.44680851063829785	121	356	0.3398876404494382	15	110	0.13636363636363635	4.614052473499743e-05	0.1014070338518359	1.4500617281596335e-05	0.21706784362333997	1.0	0.03502354175552595	0.10692087018885965	0.3104448742746615	0	normal_vs_control
chr6:22201203:22201242:DEL	chr6	22201203	22201242	DEL	0002C_Sniffles2.DEL.3A9S5	194	0.37816764132553604	18	47	0.3829787234042553	153	356	0.4297752808988764	23	110	0.20909090909090908	0.020516908762642967	0.7775845637299555	1.4620382036461916e-05	1.0	1.0	0.03502354175552595	-0.04679655749462108	0.17388781431334624	0	normal_vs_control
chr4:172206776:172206808:DEL	chr4	172206776	172206808	DEL	0002C_Sniffles2.DEL.683S3	161	0.3138401559454191	20	47	0.425531914893617	125	356	0.351123595505618	16	110	0.14545454545454545	0.00022109082897075224	0.2003022326509941	1.520017292265511e-05	0.38668803498537596	1.0	0.03502354175552595	0.07440831938799902	0.2800773694390716	0	normal_vs_control
chr7:33671762:33671806:DEL	chr7	33671762	33671806	DEL	Sniffles2.INS.1BA4M6	256	0.49902534113060426	21	47	0.44680851063829785	199	356	0.5589887640449438	36	110	0.32727272727272727	0.10703472093084376	0.9457932751198153	1.5346570020520038e-05	1.0	1.0	0.03502354175552595	-0.11218025340664595	0.11953578336557058	0	normal_vs_control
chr15:88913993:88913994:DEL	chr15	88913993	88913994	DEL	Sniffles2.DEL.65AAME	148	0.2884990253411306	18	47	0.3829787234042553	116	356	0.3258426966292135	14	110	0.12727272727272726	0.0004496605097241754	0.26597147650042674	1.7089857019725893e-05	0.5021846841579142	1.0	0.03737694145689217	0.057136026775041815	0.25570599613152806	0	normal_vs_control
chr13:88515302:88515302:INS	chr13	88515302	88515302	INS	0002C_Sniffles2.INS.167SC	275	0.5360623781676414	33	47	0.7021276595744681	204	356	0.5730337078651685	38	110	0.34545454545454546	3.754445357118037e-05	0.06111246488054642	2.2117062645300326e-05	0.21706784362333997	1.0	0.04389618805095871	0.1290939517092996	0.35667311411992264	0	normal_vs_control
chr9:96027033:96027033:INS	chr9	96027033	96027033	INS	Sniffles2.INS.E50CM8	255	0.49707602339181284	26	47	0.5531914893617021	194	356	0.5449438202247191	35	110	0.3181818181818182	0.005045906418174665	0.5210265178759567	2.2129543210871925e-05	0.9272760784705912	1.0	0.04389618805095871	0.008247669136983049	0.23500967117988397	0	normal_vs_control
chr7:71798091:71798133:DEL	chr7	71798091	71798133	DEL	Sniffles2.DEL.4902M6	132	0.2573099415204678	14	47	0.2978723404255319	106	356	0.29775280898876405	12	110	0.10909090909090909	0.0046821089749887615	0.5597853408467638	2.2579483280165464e-05	0.9272760784705912	1.0	0.04389618805095871	0.00011953143676785016	0.18878143133462283	0	normal_vs_control
chr2:170632848:170632848:INS	chr2	170632848	170632848	INS	Sniffles2.INS.945EM1	152	0.2962962962962963	13	47	0.2765957446808511	123	356	0.3455056179775281	16	110	0.14545454545454545	0.04574373002895223	0.865804241097082	2.377750118625804e-05	1.0	1.0	0.04457432275952444	-0.06890987329667703	0.13114119922630563	0	normal_vs_control
chr3:188907518:188907518:INS	chr3	188907518	188907518	INS	Sniffles2.INS.9E13M2	270	0.5263157894736842	29	47	0.6170212765957447	203	356	0.5702247191011236	38	110	0.34545454545454546	0.0014901312365897248	0.3272010387978467	2.760060088877693e-05	0.7309998935382679	1.0	0.049957087608686244	0.04679655749462108	0.2715667311411992	0	normal_vs_control
chr10:132671365:132671365:INS	chr10	132671365	132671365	INS	Sniffles2.INS.7B50M9	198	0.38596491228070173	21	47	0.44680851063829785	153	356	0.4297752808988764	24	110	0.21818181818181817	0.0038657300137368267	0.47196864543916567	3.324398540324484e-05	0.8637068353024824	1.0	0.056374946604040965	0.01703322973942145	0.22862669245647968	0	none
chr4:83182516:83182516:INS	chr4	83182516	83182516	INS	0017C_Sniffles2.INS.1B7S3	246	0.47953216374269003	19	47	0.40425531914893614	192	356	0.5393258426966292	35	110	0.3181818181818182	0.19538063623136767	0.9712770976521813	3.4209989744959313e-05	1.0	1.0	0.056374946604040965	-0.13507052354769306	0.08607350096711797	0	none
chr8:138813760:138813804:DEL	chr8	138813760	138813804	DEL	Sniffles2.DEL.6EFFM7	116	0.22612085769980506	11	47	0.23404255319148937	95	356	0.26685393258426965	10	110	0.09090909090909091	0.018005952678009928	0.7399904767025488	3.47617289987468e-05	1.0	1.0	0.056374946604040965	-0.03281137939278028	0.14313346228239845	0	none
chr6:775446:775446:INS	chr6	775446	775446	INS	Sniffles2.DEL.CFM5	273	0.5321637426900585	29	47	0.6170212765957447	205	356	0.5758426966292135	39	110	0.35454545454545455	0.0021127398403395048	0.35407348578485104	3.654384005265895e-05	0.7404130874295624	1.0	0.056374946604040965	0.04117857996653118	0.26247582205029013	0	none
chr6:167563055:167563102:DEL	chr6	167563055	167563102	DEL	0003C_Sniffles2.DEL.5CFS5	256	0.49902534113060426	25	47	0.5319148936170213	195	356	0.547752808988764	36	110	0.32727272727272727	0.013262288037046998	0.641915791231005	3.7029634711936825e-05	1.0	1.0	0.056374946604040965	-0.015837915371742728	0.204642166344294	0	none
chr10:1653540:1653583:DEL	chr10	1653540	1653583	DEL	Sniffles2.DEL.2FFM9	166	0.3235867446393762	14	47	0.2978723404255319	133	356	0.37359550561797755	19	110	0.17272727272727273	0.06288033721241625	0.8810044694611368	3.845957465193625e-05	1.0	1.0	0.056374946604040965	-0.07572316519244565	0.12514506769825917	0	none
chr6:169724400:169724400:INS	chr6	169724400	169724400	INS	0003C_Sniffles2.INS.2DAS5	272	0.530214424951267	24	47	0.5106382978723404	208	356	0.5842696629213483	40	110	0.36363636363636365	0.0623335399579961	0.8677646559348066	3.8664470903895496e-05	1.0	1.0	0.056374946604040965	-0.07363136504900791	0.14700193423597674	0	none
chr4:186614873:186614873:INS	chr4	186614873	186614873	INS	Sniffles2.INS.A117M3	279	0.543859649122807	27	47	0.574468085106383	211	356	0.5926966292134831	41	110	0.37272727272727274	0.015521842956759482	0.656305118285225	4.0687439777288925e-05	1.0	1.0	0.057721181457024213	-0.018228544107100064	0.2017408123791103	0	none
chr11:69113752:69113791:DEL	chr11	69113752	69113791	DEL	Sniffles2.DEL.40BEMA	276	0.5380116959064327	33	47	0.7021276595744681	204	356	0.5730337078651685	39	110	0.35454545454545455	5.862786436785516e-05	0.06111246488054642	4.535807535168367e-05	0.2198126143334798	1.0	0.06265382566341779	0.1290939517092996	0.34758220502901355	0	none
chr11:128189351:128189351:INS	chr11	128189351	128189351	INS	Sniffles2.INS.68F3MA	171	0.3333333333333333	15	47	0.3191489361702128	136	356	0.38202247191011235	20	110	0.18181818181818182	0.048196838430483425	0.8406748600578348	4.711743084230446e-05	1.0	1.0	0.06341522935673234	-0.06287353573989957	0.13733075435203096	0	none
chr6:88277247:88277247:INS	chr6	88277247	88277247	INS	Sniffles2.INS.42AAM5	124	0.24171539961013644	15	47	0.3191489361702128	98	356	0.2752808988764045	11	110	0.1	0.0011819548835454551	0.3186642592833309	4.977498919210474e-05	0.6467426335311444	1.0	0.06484256712289348	0.04386803729380828	0.21914893617021278	0	none
chr21:6664651:6664700:DEL	chr21	6664651	6664700	DEL	Sniffles2.DEL.C7AMD	231	0.4502923976608187	24	47	0.5106382978723404	176	356	0.4943820224719101	31	110	0.2818181818181818	0.005464184286772572	0.47826032182251965	5.4736877588579164e-05	0.9272760784705912	1.0	0.06484256712289348	0.016256275400430287	0.22882011605415858	0	none
chr3:3800161:3800209:DEL	chr3	3800161	3800209	DEL	Sniffles2.DEL.305M2	228	0.4444444444444444	21	47	0.44680851063829785	176	356	0.4943820224719101	31	110	0.2818181818181818	0.034961308779245664	0.7786431246925629	5.4736877588579164e-05	1.0	1.0	0.06484256712289348	-0.04757351183361225	0.16499032882011605	0	none
chr7:15026171:15026171:INS	chr7	15026171	15026171	INS	0006C_Sniffles2.INS.D2S6	125	0.24366471734892786	11	47	0.23404255319148937	102	356	0.28651685393258425	12	110	0.10909090909090909	0.040447771010380336	0.821890477812737	5.536330562579914e-05	1.0	1.0	0.06484256712289348	-0.05247430074109488	0.12495164410058028	0	none
chr12:95597395:95597395:INS	chr12	95597395	95597395	INS	0006C_Sniffles2.INS.19BSB	143	0.2787524366471735	8	47	0.1702127659574468	119	356	0.3342696629213483	16	110	0.14545454545454545	0.4306818822625213	0.9947249517118533	5.676478068192105e-05	1.0	1.0	0.06484256712289348	-0.1640568969639015	0.024758220502901357	0	none
chr5:10685224:10685224:INS	chr5	10685224	10685224	INS	Sniffles2.INS.BDDM4	174	0.3391812865497076	24	47	0.5106382978723404	131	356	0.36797752808988765	19	110	0.17272727272727273	2.5011418507599224e-05	0.04302886809687381	5.877278771584046e-05	0.21674855575405272	1.0	0.06484256712289348	0.14266076978245273	0.33791102514506766	0	none
chr22:11042769:11042769:INS	chr22	11042769	11042769	INS	Sniffles2.INS.3F98M15	170	0.3313840155945419	25	47	0.5319148936170213	127	356	0.35674157303370785	18	110	0.16363636363636364	4.6119027313976884e-06	0.016025358871670586	5.878076446773248e-05	0.21674855575405272	1.0	0.06484256712289348	0.17517332058331342	0.36827852998065763	0	none
chr21:17054565:17054846:DEL	chr21	17054565	17054846	DEL	0006C_Sniffles2.DEL.23CS14	198	0.38596491228070173	19	47	0.40425531914893614	154	356	0.43258426966292135	25	110	0.22727272727272727	0.020651406075946316	0.698753088943568	5.9008510305231606e-05	1.0	1.0	0.06484256712289348	-0.028328950513985207	0.17698259187620888	0	none
chr3:75753224:75753224:INS	chr3	75753224	75753224	INS	Sniffles2.INS.31ABM2	239	0.46588693957115007	19	47	0.40425531914893614	186	356	0.5224719101123596	34	110	0.3090909090909091	0.1657552773132188	0.9537023840426121	5.9295927260409346e-05	1.0	1.0	0.06484256712289348	-0.11821659096342346	0.09516441005802706	0	none
chr5:75474211:75474211:INS	chr5	75474211	75474211	INS	Sniffles2.INS.4974M4	81	0.15789473684210525	2	47	0.0425531914893617	73	356	0.2050561797752809	6	110	0.05454545454545454	0.7505343016115579	0.9995680893282491	6.106392636970937e-05	1.0	1.0	0.06541317337032744	-0.1625029882859192	-0.011992263056092842	0	none
chr3:40613806:40613806:INS	chr3	40613806	40613806	INS	0003C_Sniffles2.INS.9FS2	235	0.4580896686159844	20	47	0.425531914893617	182	356	0.5112359550561798	33	110	0.3	0.09107639472176314	0.896270891684181	6.668422320299778e-05	1.0	1.0	0.07000509751850707	-0.08570404016256278	0.12553191489361704	0	none
