chr	start	end	Trophoblasts	Stromal	Hofbauer	Endothelial	nRBC	Syncytiotrophoblast
NC_000008.11	23547782	23547783	0.051959281511376	0.366679803446803	0.0725227362326812	0.0976518326571681	0.83577283253593	0.0513962259161056
NC_000005.10	115819826	115819827	0.839371584453586	0.815369531126883	0.846523946460885	0.849030249143792	0.108212295342375	0.86766066328919
NC_000011.10	75350793	75350794	0.289397331951238	0.452321584886228	0.128979509920207	0.195038606163519	0.148402162478223	0.180553813480955
NC_000015.10	90000782	90000783	0.201448859781624	0.041581821852359	0.0370261743185024	0.0417506687836943	0.0339169984429125	0.914562446348237
NC_000005.10	123094539	123094540	0.706228832744923	0.140528048935797	0.0930230390534346	0.271515232225022	0.0379264414271493	0.650044211413221
NC_000012.12	95277369	95277370	0.48990231543554	0.644902474892723	0.908262146940496	0.21316159814617	0.902438613218711	0.900915702910169
NC_000006.12	30730928	30730929	0.159413814983336	0.568698843972019	0.229952679798471	0.234142622381317	0.0610616846212691	0.308673209056223
NC_000010.11	99522166	99522167	0.0353405942511946	0.0655777549004226	0.265475665208795	0.0297252251044463	0.924802563629838	0.280004321362773
NC_000010.11	33095966	33095967	0.915848528524717	0.899659828130252	0.188932241127173	0.916557240803608	0.734329749279108	0.919470109969838
NC_000007.14	98682069	98682070	0.0615997095965735	0.390628687346982	0.0898269991246223	0.272361028252277	0.0309566714195459	0.0560912766618044
NC_000002.12	218806482	218806483	0.0498374016049078	0.160970201748548	0.0490854179746792	0.642828689358062	0.248785628296757	0.066523221785363
NC_000019.10	908893	908894	0.789074231275231	0.774090371000984	0.672314062119478	0.917510538672603	0.0356826019134444	0.584606326199764
NC_000007.14	100813007	100813008	0.481103790565527	0.855217099471978	0.910492227481906	0.839210942914779	0.9345436292756	0.0508074916659171
NC_000002.12	144580941	144580942	0.89698523899859	0.730825282810908	0.699538867665402	0.645348583759725	0.0678957486441011	0.910172915416413
NC_000012.12	6364132	6364133	0.0677425602699987	0.399255183126893	0.113359531549336	0.135853168410293	0.151880744398043	0.0770928874840883
NC_000001.11	217137040	217137041	0.810505262180739	0.258823205943355	0.0548014420912758	0.320190528713357	0.0211970073674468	0.730881186600798
NC_000016.10	89523948	89523949	0.835157698605429	0.813024566030827	0.571906056169025	0.239200126778645	0.872573505654828	0.874887070000421
NC_000006.12	116528893	116528894	0.227271712248548	0.394606235786883	0.856531316089886	0.20647615621583	0.549075818937389	0.0749277767178926
NC_000013.11	113258779	113258780	0.931111075276811	0.925603417720864	0.178904970622098	0.933675294253159	0.889070684620007	0.940843620774666
NC_000001.11	235984420	235984421	0.513068628253672	0.587756954522371	0.890795402208876	0.205176242519767	0.837859141248086	0.874025080629645
NC_000012.12	27869842	27869843	0.801702795956289	0.439558881561674	0.816758752681844	0.79400860364328	0.748181795939284	0.858019394820087
NC_000003.12	11496145	11496146	0.791494029909872	0.743630057199127	0.90636620705212	0.228485965452942	0.869201901302153	0.923031695912612
NC_000006.12	28607203	28607204	0.0726124133509439	0.0434554369901396	0.0419562414108744	0.0475614341495574	0.0483215574727346	0.868721764898122
NC_000014.9	71489011	71489012	0.814333596836345	0.474808055811513	0.898406918087224	0.866411023600469	0.71572203364294	0.923263010198436
NC_000004.12	24795365	24795366	0.0261470267458107	0.162520320353642	0.611208018653615	0.0636326933870803	0.870674607714436	0.0319097067034153
NC_000001.11	53183545	53183546	0.0433916421301361	0.137911039934878	0.821294162001735	0.447938442508635	0.285328604121557	0.181587231094034
NC_000007.14	2244964	2244965	0.965153884061923	0.942022464840626	0.178469569168538	0.965063128800453	0.936026303122143	0.963023112729832
NC_000010.11	124568533	124568534	0.636707597351629	0.940906373847196	0.968116800339452	0.945714022603025	0.9573995912435	0.137827247253661
NC_000011.10	57180543	57180544	0.0578633211460698	0.0895983055617397	0.063028132851908	0.506611318376778	0.0529801145266707	0.0657273292261784
NC_000012.12	114697432	114697433	0.597975704220886	0.088779558579159	0.0559168882096578	0.170192985945954	0.0491950476518988	0.608777952940708
NC_000011.10	86519621	86519622	0.0719000484272656	0.686860462701392	0.892118441314849	0.571291362043756	0.7910139949054	0.627827859199427
NC_000013.11	73695535	73695536	0.554609054096447	0.89513918511462	0.951551036267827	0.880947639061739	0.951510314207289	0.120556456223484
NC_000014.9	68651705	68651706	0.929024328252302	0.537661980908932	0.901031888441137	0.887864028723514	0.907233751918849	0.916122551441078
NC_000010.11	11164257	11164258	0.321996897652096	0.37355688721693	0.187778916276992	0.705132141537811	0.0834091908191227	0.245353291336112
NC_000017.11	43480206	43480207	0.156351769999938	0.668669367416497	0.862261430189125	0.78352628850754	0.821591623446701	0.811874579579683
NC_000002.12	235374553	235374554	0.570728510267024	0.889860815202505	0.936901593592556	0.865341992626386	0.914439182129078	0.0971558918270789
NC_000014.9	99757473	99757474	0.19842250028743	0.7754468066393	0.943209534970569	0.743240937410334	0.878358874498995	0.796480382502525
NC_000001.11	64540250	64540251	0.440601870118964	0.776374941302816	0.887769300273666	0.261362256918267	0.884397240021143	0.881673429380294
NC_000006.12	170096370	170096371	0.0617775079620879	0.748608874411777	0.92211898710192	0.71711881014456	0.834838857145879	0.121129825146909
NC_000007.14	17234712	17234713	0.62905120255162	0.259100538327405	0.0556696304330557	0.375265055292451	0.0693223031749199	0.0996398101598298
NC_000013.11	24263798	24263799	0.312189028972466	0.143127070790549	0.826927866247508	0.410473206090654	0.243489523674535	0.425899475464074
NC_000013.11	114064837	114064838	0.0384331411440343	0.139515732991336	0.286187888278508	0.131233282994334	0.831076931031242	0.0534998107618176
NC_000006.12	28606814	28606815	0.04973038935731	0.0239562495577578	0.0195393564252017	0.0939689360750984	0.0361796621666651	0.861849505404841
NC_000001.11	234707844	234707845	0.893934832103687	0.867060009629718	0.169909202419231	0.888735057712381	0.840304372305725	0.81746268071075
NC_000020.11	45348890	45348891	0.214207309548567	0.789755599981552	0.936516242588167	0.785327089518548	0.958096282631752	0.807709475388468
NC_000014.9	22916174	22916175	0.901614689297047	0.802976070864857	0.121382315430384	0.919906274416039	0.867521508181346	0.909306471437585
NC_000011.10	65607595	65607596	0.0503180019138812	0.261288778476721	0.580602070043464	0.147920336270823	0.972697013577453	0.153569296714524
NC_000007.14	2039150	2039151	0.718433523740792	0.443402180937151	0.852489724677227	0.713547476777336	0.879180789375054	0.827111413516303
NC_000005.10	119273771	119273772	0.560171344116476	0.256033078553589	0.074222472744449	0.83832980790568	0.0839903547278577	0.0790659858454396
NC_000003.12	72521166	72521167	0.088711828267201	0.698395765676675	0.906110712252432	0.723820144068071	0.826628604629249	0.330440987758207
NC_000004.12	39121321	39121322	0.137757176834658	0.716562984769087	0.921601789282695	0.780220538762469	0.836505434728227	0.800181461830793
NC_000010.11	129892952	129892953	0.579036551164732	0.725893064846834	0.920541215050699	0.904657304541695	0.899209005830465	0.0704763062912535
NC_000006.12	157184861	157184862	0.588668436883547	0.888943656499713	0.922043755731696	0.872056273846042	0.927806758073972	0.0916759596895066
NC_000014.9	91416923	91416924	0.173416309373075	0.0895940644719152	0.0638425434725178	0.0918044507517169	0.0326557198228585	0.872168665890656
NC_000013.11	113978067	113978068	0.07328714032644	0.794357987412513	0.928577139139023	0.736846871512573	0.944802250692404	0.0816973090475755
NC_000005.10	60488375	60488376	0.596227182435734	0.89273968099843	0.956025263657925	0.830778878443507	0.915132279596773	0.0977517283707569
NC_000010.11	132230250	132230251	0.455316873230864	0.624098935588917	0.439483784050065	0.381791525541194	0.306160552616041	0.287224884610355
NC_000008.11	144503123	144503124	0.19704106744121	0.698315677075057	0.923629915042442	0.800856961412556	0.979254821002069	0.904883752905591
NC_000006.12	27545699	27545700	0.0391274599058894	0.0278708477205015	0.0270161997734846	0.0325388933681676	0.0234913128987529	0.850265784449478
NC_000017.11	82297542	82297543	0.229622525571648	0.615644093187838	0.0994822214613703	0.329393459908971	0.025646363280482	0.305848805741313
NC_000011.10	351124	351125	0.385645298663881	0.2620458028976	0.0538371784033261	0.620844193894712	0.0688391748692317	0.0806217579571804
NC_000017.11	40552212	40552213	0.14138597378575	0.672317308407366	0.906392678455588	0.717533780350482	0.864994285952002	0.845965046294824
NC_000010.11	17349003	17349004	0.0336255519378023	0.115960943856086	0.744591932354039	0.0706762658392659	0.359707144592069	0.0389799178171859
NC_000012.12	2064184	2064185	0.0561504923040395	0.373197082394665	0.0699327416249455	0.0911278903712788	0.0727512660949723	0.112028028763946
NC_000013.11	110676873	110676874	0.904903321792711	0.899656249244011	0.171156951492115	0.90728951658399	0.80846847412393	0.913511937559552
NC_000008.11	48583830	48583831	0.777700320334535	0.474223318232711	0.883136280647123	0.800122543205035	0.877636571064652	0.879827902612329
NC_000019.10	17842347	17842348	0.0697779902047585	0.616888074487307	0.829980751370034	0.61931597083066	0.97997105275258	0.234641012406393
NC_000016.10	1258101	1258102	0.517605396543227	0.86666118401623	0.92519837498332	0.842318316632287	0.951049210942183	0.0933909170132713
NC_000022.11	50085256	50085257	0.328553260083408	0.274136315916151	0.0475731356301523	0.623514890222201	0.0335425955704641	0.156465821827222
NC_000005.10	9498668	9498669	0.670851660987276	0.940891484907834	0.96812143967375	0.944769381532844	0.915943906930804	0.147419334196553
NC_000010.11	113151855	113151856	0.966203574764869	0.946564769864997	0.171618429584667	0.931912235154898	0.873707655347929	0.968475220849075
NC_000005.10	173918666	173918667	0.131728076444175	0.162500432347527	0.044717106235411	0.120536781671805	0.0513474265557316	0.882308624887157
NC_000012.12	6364144	6364145	0.108155353517759	0.471150452213369	0.139645426076835	0.186720111731869	0.18370756579043	0.12835074557898
NC_000002.12	60366049	60366050	0.723421885632598	0.234865612780606	0.070624969631176	0.322857775905719	0.0918140775704859	0.294823725328259
NC_000020.11	59008272	59008273	0.950287946670886	0.943816551481186	0.135510556495437	0.94956346087057	0.87828764132933	0.95548975456709
NC_000007.14	4703424	4703425	0.751265230846591	0.404617010018825	0.887891635464211	0.653737962832996	0.844165069522092	0.899323260842417
NC_000008.11	6627126	6627127	0.703459862316897	0.276304976875268	0.87724924307493	0.826169471679291	0.626942375171902	0.853856483730616
NC_000016.10	49652655	49652656	0.0971416357176106	0.646642090449538	0.864470396012872	0.652036849124362	0.766569331756324	0.652027853414777
NC_000007.14	4744542	4744543	0.686993175312385	0.742425734613114	0.861377479714505	0.277835040913569	0.772512864921481	0.900105335600948
NC_000002.12	127295201	127295202	0.912416882486208	0.895556299779944	0.19555746630377	0.929922066127896	0.810831574970164	0.936935001589359
NC_000002.12	12456716	12456717	0.0813925826758853	0.208176688337287	0.073263002822639	0.599187601034692	0.122661546724871	0.0869568532212796
NC_000016.10	88936628	88936629	0.157677427717021	0.521973618760449	0.127456124396574	0.218080243630997	0.262387350261115	0.185191823893387
NC_000006.12	31834251	31834252	0.0640274776480202	0.10203000414802	0.419904659432945	0.0696686094822163	0.876379890099047	0.0530411045210527
NC_000007.14	151199362	151199363	0.152133576322143	0.733790589198264	0.91580015418529	0.65377854084443	0.893754197202396	0.743002057118209
NC_000017.11	31825081	31825082	0.456696574350488	0.835061082095015	0.917094617977451	0.292333699704017	0.87942378924757	0.897790245118208
NC_000005.10	68522850	68522851	0.0900656030189581	0.648974100530578	0.884413230234352	0.68950853822913	0.862363048886091	0.562043910425572
NC_000008.11	121796682	121796683	0.114826165200887	0.76161368792612	0.876692877189848	0.698781815748349	0.824504498815303	0.848640719700676
NC_000016.10	4003407	4003408	0.906295255426892	0.539296988025916	0.889508233247056	0.907338566009459	0.873476130306429	0.909307520239257
NC_000011.10	64868301	64868302	0.518833107593354	0.863895640222102	0.93088138399741	0.867235021872237	0.971980545771157	0.0963985119174251
NC_000017.11	82696458	82696459	0.59583460272064	0.903445395132977	0.941576540736933	0.901204044631847	0.947204890530501	0.129422112564383
NC_000011.10	108552208	108552209	0.0506178530126435	0.135455929517537	0.678628841996023	0.107307460636665	0.254639243436912	0.0936249786123955
NC_000007.14	4707629	4707630	0.480203860874805	0.832060383379949	0.937846195344737	0.248501674240773	0.890120210679088	0.936010455696134
NC_000020.11	36462913	36462914	0.179516320794662	0.0665745079541448	0.0471068871646736	0.0598726695834728	0.0514938688757934	0.867862929283219
NC_000015.10	96344729	96344730	0.911306651440268	0.939602262262011	0.725427047452502	0.969355583338867	0.0274042726565734	0.982714447939466
NC_000010.11	73651812	73651813	0.768682893368735	0.466348833818451	0.844258774460723	0.816036461772115	0.828607305050102	0.850372526922464
NC_000002.12	201433664	201433665	0.455577166122205	0.314554861563131	0.834335505112905	0.298275955591197	0.212151607889282	0.160366412508505
NC_000013.11	114067959	114067960	0.108204767605323	0.50144641139725	0.117517375087693	0.668146972797284	0.0536114125888554	0.0933812220880167
NC_000012.12	104677704	104677705	0.657075891262416	0.923109151592062	0.93183213502567	0.903902909362136	0.96440434000584	0.110954197464184
NC_000010.11	129046342	129046343	0.629137215307735	0.817990438590474	0.936795438405908	0.177114382071042	0.936650843713239	0.326504631215875
NC_000022.11	50085944	50085945	0.542732593178832	0.247455796080134	0.149972283955266	0.799130447612985	0.0811398492846847	0.381285894257034
NC_000017.11	20073842	20073843	0.190935791325142	0.315503194014438	0.0907081139009851	0.68281358170236	0.0748152324963366	0.546845417573479
NC_000011.10	72079232	72079233	0.0655998910122374	0.0883112219267751	0.640320319813221	0.114611318441461	0.234295235715807	0.0688140981402732
NC_000015.10	69045344	69045345	0.109248188244772	0.809354596266181	0.898849385122953	0.680431381756653	0.850311141238224	0.168417945267459
NC_000011.10	60971699	60971700	0.898955176373676	0.676437373158538	0.366005645360812	0.903544729823609	0.03447762781117	0.937459227965613
NC_000017.11	55496607	55496608	0.0815390143564633	0.246767854133681	0.0477481374682373	0.681975382621452	0.19305241024752	0.0531766439557506
NC_000016.10	85575052	85575053	0.518127720880166	0.691022552563592	0.958132007569406	0.227995083927215	0.942614682439761	0.943992210225453
NC_000010.11	124341132	124341133	0.77576247086889	0.275023328986942	0.109760419813421	0.344155438354236	0.0405705771760383	0.628834330860441
NC_000011.10	128777057	128777058	0.106502006899571	0.241204550703148	0.843528693320514	0.63581743240218	0.307246393832637	0.250982365413788
NC_000008.11	144373253	144373254	0.0679214666919036	0.304661289510155	0.697653485713617	0.266350038711032	0.97445790145593	0.0242044700122429
NC_000003.12	149555116	149555117	0.525301818103735	0.834180338541699	0.922678938733869	0.253942324754919	0.784766044182526	0.921571981493751
NC_000022.11	45212634	45212635	0.161232612977671	0.334939813444568	0.319860163475432	0.153946063292086	0.945587247921696	0.154909629556588
NC_000002.12	170716712	170716713	0.344384449233762	0.1160147760723	0.0630315561773411	0.112351608071666	0.0358405080867976	0.914137439148268
NC_000004.12	150579778	150579779	0.274983898991048	0.155349001451135	0.47991811783791	0.247682997977136	0.935436194757385	0.0468601044495974
NC_000001.11	24931013	24931014	0.0841982566129249	0.164204896668048	0.396143828457984	0.0471088617898498	0.869887609357588	0.19495826387596
NC_000004.12	187066051	187066052	0.0849470158592094	0.793596512043276	0.939893305437819	0.662913314256459	0.850988372744434	0.18696770180807
NC_000007.14	1101617	1101618	0.758813705052221	0.823400713680825	0.892119079657195	0.287328708983462	0.90925045491242	0.881664597468915
NC_000012.12	114697197	114697198	0.907827181468424	0.190569548271997	0.099655939777645	0.315848096080846	0.0304801814858906	0.914503469575248
NC_000014.9	68790170	68790171	0.0181757191395954	0.107535145041456	0.216634501164853	0.0176492737472324	0.77629309746537	0.0243645270158179
NC_000007.14	152924893	152924894	0.624294226016221	0.205730850715671	0.136967734676712	0.243197821580974	0.0674241667063795	0.262479365932947
NC_000008.11	30723286	30723287	0.0783611688163507	0.297592179449868	0.0549414534437622	0.621498953066732	0.0379962100855492	0.0496457853657555
NC_000016.10	4475916	4475917	0.592298733740534	0.781610155869604	0.929816129184602	0.791410929723477	0.937328816166871	0.0748606896455174
NC_000007.14	4707394	4707395	0.355849553480677	0.743918345205471	0.873525027697533	0.14259755143044	0.852820095278215	0.896556424177279
NC_000002.12	172080545	172080546	0.781032077551058	0.103555880917259	0.0566627404781081	0.176887614974315	0.0346525342184476	0.824364239978419
NC_000003.12	3110214	3110215	0.110210577826356	0.121453493359176	0.709519331688126	0.246961167679918	0.311005486529824	0.0457876753102067
NC_000002.12	174052002	174052003	0.0745875562455484	0.130237713156828	0.803917168213369	0.244820553911306	0.347353833369584	0.0912269056246
NC_000011.10	123452917	123452918	0.907460419710576	0.886635456272998	0.169280095157858	0.904166054271593	0.808768603620901	0.908395866928123
NC_000016.10	29663637	29663638	0.954517069152755	0.600952546221708	0.260778820307278	0.934395037404116	0.0170546002876485	0.977697077596289
NC_000011.10	14361208	14361209	0.54073339884004	0.819201355117632	0.909420849910553	0.839164345890424	0.933640552456371	0.0840141196877847
NC_000006.12	25042266	25042267	0.896799759099382	0.74883416828894	0.567086260348337	0.793519921311679	0.0389743319667684	0.931157462258922
NC_000007.14	6485366	6485367	0.616557372574184	0.934310572486349	0.96834323410794	0.911378075936141	0.970251074741264	0.126665625962742
NC_000012.12	57220398	57220399	0.168518158447789	0.0489707139992187	0.0341215184682802	0.0612628347861722	0.0597098898009439	0.896739685353461
NC_000010.11	60943330	60943331	0.15025379990897	0.0487727653196571	0.0387369806150084	0.0567836265203922	0.0214778288560414	0.864268261462829
NC_000010.11	49298839	49298840	0.0349834280022472	0.193263049173083	0.689604047559489	0.173187648355299	0.930577922965637	0.0299432733756255
NC_000016.10	81493898	81493899	0.108730560889245	0.468562608151164	0.243929220003504	0.123366758251185	0.293802025284815	0.101327784438252
NC_000019.10	15457548	15457549	0.0207514778082062	0.177424103078962	0.498134955075696	0.120084911731427	0.965493417928568	0.0343348046502236
NC_000017.11	79115666	79115667	0.0898925569073078	0.723080843279574	0.95004464070926	0.700153091530757	0.901618202509973	0.117089488197739
NC_000001.11	3697158	3697159	0.615510880021111	0.878270728540168	0.95116429571329	0.89283240033499	0.955996087013666	0.0788723144165801
NC_000016.10	1471615	1471616	0.912952189995706	0.893714205985504	0.421401895286985	0.817839880488644	0.0731006608705319	0.970024504465337
NC_000001.11	3063252	3063253	0.0623106907563034	0.216099836932577	0.550020015096243	0.0458337399256881	0.912764426088539	0.211993717593809
NC_000008.11	22589554	22589555	0.0504168267605014	0.142779013810316	0.487625994728446	0.0319652287267363	0.876688604739982	0.218471723845764
NC_000010.11	70834708	70834709	0.896053876575594	0.803421496982402	0.155743903011489	0.890465434962694	0.752058087295259	0.899248810579562
NC_000008.11	96145649	96145650	0.0927791062755232	0.378279298511817	0.128882695745546	0.141971476169094	0.0353054696750408	0.171918026659985
NC_000016.10	86087433	86087434	0.823924518814106	0.485479700242284	0.859308143096831	0.82071531321348	0.870593440273739	0.786888752464425
NC_000008.11	22646063	22646064	0.62824439735852	0.777282518214336	0.824563201193978	0.290540991656568	0.926966285876368	0.843182078791827
NC_000017.11	1643108	1643109	0.13750448030469	0.725052482797046	0.956661433900436	0.875597923249268	0.957136251023067	0.218340555073841
NC_000019.10	47110813	47110814	0.129328867763182	0.0327072577076631	0.0279279298290798	0.0478720634595686	0.0274235209439294	0.883704806653536
NC_000008.11	29103838	29103839	0.895676023384643	0.89582366948022	0.186405343726067	0.9109269581913	0.793223444799416	0.926261509550058
NC_000006.12	170271996	170271997	0.952257438616187	0.772501543581374	0.20061800742906	0.971076891109523	0.0324869502891988	0.94733962546381
NC_000001.11	27635168	27635169	0.946813116161952	0.871463784145574	0.334687864650979	0.853638233550747	0.0501207364434917	0.942843746201354
NC_000011.10	12201022	12201023	0.152513342897542	0.185941209512857	0.74892659947306	0.1594460650567	0.281585260138354	0.101688252384745
NC_000004.12	101176068	101176069	0.443373741175354	0.817514190606082	0.854523009696766	0.255200862340018	0.832511338382969	0.906047963929225
NC_000003.12	47347245	47347246	0.41335996694349	0.274275615361433	0.0439913226683933	0.810891520337413	0.116101326702052	0.310566392278446
NC_000006.12	163955543	163955544	0.762123300924083	0.787734144840282	0.902914744664013	0.895653518701124	0.912330244341664	0.121681872169538
NC_000015.10	58547355	58547356	0.670204187444883	0.812507093311644	0.92389870161595	0.923775365359752	0.865512727893059	0.0735867876108958
NC_000001.11	26351608	26351609	0.594163231957799	0.8866698412674	0.95914113663585	0.791010370172459	0.907274979170539	0.0941979342795111
NC_000006.12	167291764	167291765	0.467466245371152	0.399553733992226	0.12267051869186	0.721822862434589	0.153647154296914	0.138280816707337
NC_000007.14	139091903	139091904	0.915344658373901	0.428304263961829	0.842528235019606	0.769096191284339	0.789967538241944	0.91890680186604
NC_000010.11	45428229	45428230	0.16833071398123	0.297315390254553	0.840166027326495	0.160367469235009	0.416047477196193	0.268837638294568
NC_000016.10	29746022	29746023	0.938168842722817	0.744622200036746	0.329268881173505	0.931611089902416	0.0235446912745295	0.973996585336955
