coord_key	svtype	abnormal_rate	normal_rate	control_rate	fdr_abnormal_vs_control	enrichment_pattern	cohort_carrier
chr7:133177695:133177695:INS	INS	0.5454545454545454	0.5095693779904307	0.2222222222222222	0.0031157416255303337	case_vs_control	289
chr9:130169260:130169296:DEL	DEL	0.4675324675324675	0.29904306220095694	0.16339869281045752	0.003481326094273461	case_vs_control	186
chr8:141868504:141868544:DEL	DEL	0.2597402597402597	0.18899521531100477	0.0392156862745098	0.004416682591967364	case_vs_control	105
chr9:10509564:10509564:INS	INS	0.37662337662337664	0.21770334928229665	0.10457516339869281	0.0045312615615512005	abnormal_vs_control_only	136
chr2:240110814:240110859:DEL	DEL	0.4155844155844156	0.361244019138756	0.13071895424836602	0.004582412381014056	case_vs_control	203
chr1:60732708:60732708:INS	INS	0.35064935064935066	0.2799043062200957	0.0915032679738562	0.00594446151562268	case_vs_control	158
chr20:16905716:16905716:INS	INS	0.6623376623376623	0.5669856459330144	0.33986928104575165	0.006333278167231166	case_vs_control	340
chr20:50366200:50366200:INS	INS	0.38961038961038963	0.2894736842105263	0.11764705882352941	0.006333278167231166	case_vs_control	169
chr12:55648361:55648361:INS	INS	0.4805194805194805	0.39712918660287083	0.1830065359477124	0.006333278167231166	case_vs_control	231
chr16:14036788:14036839:DEL	DEL	0.5454545454545454	0.46411483253588515	0.23529411764705882	0.006333278167231166	case_vs_control	272
chr8:142222064:142222145:DEL	DEL	0.4675324675324675	0.33014354066985646	0.17647058823529413	0.0077204809175961215	case_vs_control	201
chr19:47718747:47718791:DEL	DEL	0.2987012987012987	0.1507177033492823	0.06535947712418301	0.0077204809175961215	abnormal_vs_control_only	96
chr14:100641244:100641287:DEL	DEL	0.5714285714285714	0.4904306220095694	0.26143790849673204	0.0077204809175961215	case_vs_control	289
chr10:133013609:133013609:INS	INS	0.2857142857142857	0.18660287081339713	0.058823529411764705	0.0077204809175961215	case_vs_control	109
chr5:104598475:104598475:INS	INS	0.4025974025974026	0.2799043062200957	0.13071895424836602	0.0077204809175961215	case_vs_control	168
chr6:33084848:33084890:DEL	DEL	0.4025974025974026	0.284688995215311	0.13071895424836602	0.0077204809175961215	case_vs_control	170
chr11:87389585:87389590:DEL	DEL	0.5064935064935064	0.43779904306220097	0.20915032679738563	0.008112884314471916	case_vs_control	254
chr3:177135320:177135366:DEL	DEL	0.42857142857142855	0.3588516746411483	0.1503267973856209	0.008112884314471916	case_vs_control	206
chr6:63228669:63228669:INS	INS	0.4805194805194805	0.4354066985645933	0.1895424836601307	0.008112884314471916	case_vs_control	248
chr17:1946689:1946689:INS	INS	0.45454545454545453	0.33014354066985646	0.16993464052287582	0.008112884314471916	case_vs_control	199
chr3:6372246:6372246:INS	INS	0.18181818181818182	0.16267942583732056	0.013071895424836602	0.008112884314471916	case_vs_control	84
chr21:37732298:37732346:DEL	DEL	0.33766233766233766	0.22727272727272727	0.0915032679738562	0.00904307423709875	case_vs_control	135
chr21:43372817:43372863:DEL	DEL	0.4155844155844156	0.3062200956937799	0.1437908496732026	0.00904307423709875	case_vs_control	182
chr3:93760895:93760895:INS	INS	0.4155844155844156	0.3038277511961722	0.1437908496732026	0.00904307423709875	case_vs_control	181
chr5:10685224:10685224:INS	INS	0.4155844155844156	0.3708133971291866	0.1437908496732026	0.00904307423709875	case_vs_control	209
chr16:55449008:55449008:INS	INS	0.37662337662337664	0.3923444976076555	0.11764705882352941	0.009111695845598502	case_vs_control	211
chr4:132646168:132646168:INS	INS	0.4675324675324675	0.3827751196172249	0.1830065359477124	0.009111695845598502	case_vs_control	224
chr8:2089228:2089228:INS	INS	0.4675324675324675	0.4569377990430622	0.1830065359477124	0.009111695845598502	case_vs_control	255
chr2:108122464:108122491:DEL	DEL	0.5844155844155844	0.44258373205741625	0.28104575163398693	0.009519348100109246	case_vs_control	273
chr15:100556551:100556551:INS	INS	0.36363636363636365	0.284688995215311	0.1111111111111111	0.010341168824780781	case_vs_control	164
chr8:1561838:1562114:DEL	DEL	0.36363636363636365	0.15550239234449761	0.1111111111111111	0.010341168824780781	abnormal_vs_control_only	110
chr7:134933450:134933499:DEL	DEL	0.6103896103896104	0.5741626794258373	0.30718954248366015	0.010341168824780781	case_vs_control	334
chr6:94096420:94096420:INS	INS	0.4805194805194805	0.4569377990430622	0.19607843137254902	0.010341168824780781	case_vs_control	258
chr6:169883605:169883605:INS	INS	0.4805194805194805	0.43779904306220097	0.19607843137254902	0.010341168824780781	case_vs_control	250
chr12:81135300:81135300:INS	INS	0.5584415584415584	0.4449760765550239	0.26143790849673204	0.01039688733377749	case_vs_control	269
chr2:84061808:84061808:INS	INS	0.5584415584415584	0.49282296650717705	0.26143790849673204	0.01039688733377749	case_vs_control	289
chr6:122146206:122146206:INS	INS	0.5584415584415584	0.5023923444976076	0.26143790849673204	0.01039688733377749	case_vs_control	293
chr8:96477475:96477475:INS	INS	0.5844155844155844	0.49521531100478466	0.2875816993464052	0.012739810362025409	case_vs_control	296
chr22:49552902:49552902:INS	INS	0.44155844155844154	0.40669856459330145	0.16993464052287582	0.012739810362025409	case_vs_control	230
chr7:24429839:24429883:DEL	DEL	0.44155844155844154	0.3875598086124402	0.16993464052287582	0.012739810362025409	case_vs_control	222
chr22:18106280:18106280:INS	INS	0.33766233766233766	0.20574162679425836	0.09803921568627451	0.012739810362025409	abnormal_vs_control_only	127
chr2:116782582:116782582:INS	INS	0.5974025974025974	0.5119617224880383	0.3006535947712418	0.012739810362025409	case_vs_control	306
chr4:56803094:56803094:INS	INS	0.37662337662337664	0.2703349282296651	0.12418300653594772	0.012739810362025409	case_vs_control	161
chr10:12544834:12544834:INS	INS	0.5454545454545454	0.507177033492823	0.2549019607843137	0.012739810362025409	case_vs_control	293
chr8:141617799:141617799:INS	INS	0.5454545454545454	0.47368421052631576	0.2549019607843137	0.012739810362025409	case_vs_control	279
chr8:142203480:142203524:DEL	DEL	0.5064935064935064	0.4138755980861244	0.2222222222222222	0.012739810362025409	case_vs_control	246
chr9:137265683:137265683:INS	INS	0.3246753246753247	0.22248803827751196	0.0915032679738562	0.013776918324174773	case_vs_control	132
chr3:183149563:183149589:DEL	DEL	0.4805194805194805	0.4090909090909091	0.20261437908496732	0.013776918324174773	case_vs_control	239
chr6:775446:775446:INS	INS	0.5714285714285714	0.5645933014354066	0.28104575163398693	0.015263401906909196	case_vs_control	323
chr13:113117578:113117623:DEL	DEL	0.3116883116883117	0.20334928229665072	0.08496732026143791	0.01554733521898374	case_vs_control	122
chr2:241993345:241993387:DEL	DEL	0.4935064935064935	0.3803827751196172	0.21568627450980393	0.016095346592278223	case_vs_control	230
chr4:33865318:33865318:INS	INS	0.5324675324675324	0.36363636363636365	0.24836601307189543	0.016095346592278223	abnormal_vs_control_only	231
chr10:3406896:3406896:INS	INS	0.38961038961038963	0.29904306220095694	0.13725490196078433	0.016389822770405977	case_vs_control	176
chr21:43314935:43314935:INS	INS	0.5974025974025974	0.5191387559808612	0.30718954248366015	0.016702190764807088	case_vs_control	310
chr15:88913993:88913994:DEL	DEL	0.35064935064935066	0.30861244019138756	0.1111111111111111	0.016702190764807088	case_vs_control	173
chr17:51917038:51917080:DEL	DEL	0.44155844155844154	0.39712918660287083	0.17647058823529413	0.017114800468165794	case_vs_control	227
chr13:107258815:107258815:INS	INS	0.5454545454545454	0.5358851674641149	0.26143790849673204	0.017114800468165794	case_vs_control	306
chr14:76119710:76119710:INS	INS	0.5064935064935064	0.44019138755980863	0.22875816993464052	0.017114800468165794	case_vs_control	258
chr21:6664651:6664700:DEL	DEL	0.5064935064935064	0.48564593301435405	0.22875816993464052	0.017114800468165794	case_vs_control	277
chr2:240464579:240464579:INS	INS	0.18181818181818182	0.08373205741626795	0.0196078431372549	0.017114800468165794	abnormal_vs_control_only	52
chr18:79776710:79776758:DEL	DEL	0.2857142857142857	0.19617224880382775	0.0718954248366013	0.01768229971713029	case_vs_control	115
chr11:3649005:3649005:INS	INS	0.4805194805194805	0.4449760765550239	0.20915032679738563	0.018583120067936006	case_vs_control	255
chr8:138493953:138493953:INS	INS	0.4805194805194805	0.41626794258373206	0.20915032679738563	0.018583120067936006	case_vs_control	243
chr16:4810278:4810278:INS	INS	0.4025974025974026	0.30861244019138756	0.1503267973856209	0.019373812925112043	case_vs_control	183
chr17:18654752:18654790:DEL	DEL	0.4025974025974026	0.3349282296650718	0.1503267973856209	0.019373812925112043	case_vs_control	194
chr19:51723912:51723912:INS	INS	0.45454545454545453	0.3708133971291866	0.1895424836601307	0.019373812925112043	case_vs_control	219
chr11:11246882:11246882:INS	INS	0.2597402597402597	0.14832535885167464	0.058823529411764705	0.019928883461768247	abnormal_vs_control_only	91
chr16:56300024:56300066:DEL	DEL	0.2597402597402597	0.20813397129186603	0.058823529411764705	0.019928883461768247	case_vs_control	116
chr15:87874255:87874255:INS	INS	0.3246753246753247	0.3062200956937799	0.09803921568627451	0.02002633168718821	case_vs_control	168
chr5:32041047:32041098:DEL	DEL	0.2077922077922078	0.1076555023923445	0.032679738562091505	0.02002633168718821	abnormal_vs_control_only	66
chr1:226115417:226115417:INS	INS	0.24675324675324675	0.16985645933014354	0.05228758169934641	0.02002633168718821	case_vs_control	98
chr9:136173650:136173650:INS	INS	0.24675324675324675	0.13636363636363635	0.05228758169934641	0.02002633168718821	abnormal_vs_control_only	84
chr1:2289544:2289544:INS	INS	0.36363636363636365	0.22966507177033493	0.12418300653594772	0.02002633168718821	abnormal_vs_control_only	143
chr8:1562837:1562991:DEL	DEL	0.36363636363636365	0.14832535885167464	0.12418300653594772	0.02002633168718821	abnormal_vs_control_only	109
chr12:130996739:130996739:INS	INS	0.4675324675324675	0.40669856459330145	0.20261437908496732	0.021524572956870595	case_vs_control	237
chr18:50297163:50297204:DEL	DEL	0.5454545454545454	0.41626794258373206	0.2679738562091503	0.021524572956870595	case_vs_control	257
chr2:71735670:71735670:INS	INS	0.38961038961038963	0.29904306220095694	0.1437908496732026	0.021524572956870595	case_vs_control	177
chr7:12265317:12265317:INS	INS	0.5064935064935064	0.4569377990430622	0.23529411764705882	0.021524572956870595	case_vs_control	266
chr7:158436491:158436491:INS	INS	0.3116883116883117	0.2535885167464115	0.0915032679738562	0.021524572956870595	case_vs_control	144
chr13:79460578:79460614:DEL	DEL	0.44155844155844154	0.3444976076555024	0.1830065359477124	0.021524572956870595	case_vs_control	206
chr19:18035135:18035135:INS	INS	0.44155844155844154	0.3875598086124402	0.1830065359477124	0.021524572956870595	case_vs_control	224
chr9:16876813:16876813:INS	INS	0.44155844155844154	0.3444976076555024	0.1830065359477124	0.021524572956870595	case_vs_control	206
chr5:492177:492237:DEL	DEL	0.4155844155844156	0.2511961722488038	0.16339869281045752	0.021572258421427886	abnormal_vs_control_only	162
chr2:72251101:72251101:INS	INS	0.5584415584415584	0.583732057416268	0.28104575163398693	0.022127005945533337	case_vs_control	330
chr16:88229306:88229350:DEL	DEL	0.35064935064935066	0.22009569377990432	0.11764705882352941	0.02220232563423969	abnormal_vs_control_only	137
chr1:109148145:109148189:DEL	DEL	0.5194805194805194	0.41866028708133973	0.24836601307189543	0.023557328549827197	case_vs_control	253
chr9:108541820:108541820:INS	INS	0.5714285714285714	0.5334928229665071	0.29411764705882354	0.023557328549827197	case_vs_control	312
chr11:93514414:93514414:INS	INS	0.2987012987012987	0.18181818181818182	0.08496732026143791	0.02359176959752891	abnormal_vs_control_only	112
chr9:98436289:98436289:INS	INS	0.2987012987012987	0.18660287081339713	0.08496732026143791	0.02359176959752891	abnormal_vs_control_only	114
chr20:47482837:47482884:DEL	DEL	0.45454545454545453	0.3708133971291866	0.19607843137254902	0.024881982579738445	case_vs_control	220
chr1:41638375:41638375:INS	INS	0.33766233766233766	0.20574162679425836	0.1111111111111111	0.02578272453523548	abnormal_vs_control_only	129
chr2:185951036:185951080:DEL	DEL	0.2857142857142857	0.145933014354067	0.0784313725490196	0.02643893844583299	abnormal_vs_control_only	95
chr3:42110098:42110134:DEL	DEL	0.2857142857142857	0.20334928229665072	0.0784313725490196	0.02643893844583299	case_vs_control	119
chr15:82457382:82457418:DEL	DEL	0.6363636363636364	0.7177033492822966	0.35947712418300654	0.028471033011094663	case_vs_control	404
chr5:133445368:133445368:INS	INS	0.6363636363636364	0.6076555023923444	0.35947712418300654	0.028471033011094663	case_vs_control	358
chr2:44286563:44286563:INS	INS	0.36363636363636365	0.284688995215311	0.13071895424836602	0.028570596835311317	case_vs_control	167
chr12:40353280:40353280:INS	INS	0.2727272727272727	0.22966507177033493	0.0718954248366013	0.028570596835311317	case_vs_control	128
chr15:101100985:101100985:INS	INS	0.2727272727272727	0.09808612440191387	0.0718954248366013	0.028570596835311317	abnormal_vs_control_only	73
chr6:20386959:20386959:INS	INS	0.2727272727272727	0.21291866028708134	0.0718954248366013	0.028570596835311317	case_vs_control	121
chr1:43308459:43308459:INS	INS	0.5064935064935064	0.44019138755980863	0.24183006535947713	0.028570596835311317	case_vs_control	260
chr21:46152340:46152340:INS	INS	0.5584415584415584	0.5239234449760766	0.2875816993464052	0.028859656545712733	case_vs_control	306
chr7:47695479:47695479:INS	INS	0.5584415584415584	0.45215311004784686	0.2875816993464052	0.028859656545712733	case_vs_control	276
chr10:35742899:35742935:DEL	DEL	0.44155844155844154	0.3444976076555024	0.1895424836601307	0.029300708162654378	case_vs_control	207
chr1:151780306:151780306:INS	INS	0.4155844155844156	0.32057416267942584	0.16993464052287582	0.029817351839164372	case_vs_control	192
chr10:132671365:132671365:INS	INS	0.4155844155844156	0.430622009569378	0.16993464052287582	0.029817351839164372	case_vs_control	238
chr14:63522927:63522927:INS	INS	0.5714285714285714	0.5574162679425837	0.3006535947712418	0.030363856104749128	case_vs_control	323
chr4:7363829:7363946:DEL	DEL	0.2597402597402597	0.10287081339712918	0.06535947712418301	0.030367584152019907	abnormal_vs_control_only	73
chr12:130010683:130010683:INS	INS	0.4805194805194805	0.4019138755980861	0.2222222222222222	0.030964069072231624	case_vs_control	239
chr19:20155707:20155707:INS	INS	0.35064935064935066	0.2583732057416268	0.12418300653594772	0.032324009630695955	case_vs_control	154
chr2:42978809:42978809:INS	INS	0.24675324675324675	0.14354066985645933	0.058823529411764705	0.032324009630695955	abnormal_vs_control_only	88
chr9:72114562:72114562:INS	INS	0.24675324675324675	0.145933014354067	0.058823529411764705	0.032324009630695955	abnormal_vs_control_only	89
chr9:120215431:120215431:INS	INS	0.24675324675324675	0.18421052631578946	0.058823529411764705	0.032324009630695955	case_vs_control	105
chr10:2371679:2371717:DEL	DEL	0.45454545454545453	0.42105263157894735	0.20261437908496732	0.03287905654806996	case_vs_control	242
chr3:196827961:196827961:INS	INS	0.45454545454545453	0.3827751196172249	0.20261437908496732	0.03287905654806996	case_vs_control	226
chr1:37427499:37427526:DEL	DEL	0.18181818181818182	0.1076555023923445	0.026143790849673203	0.03287905654806996	case_vs_control	63
chr10:44316539:44316577:DEL	DEL	0.18181818181818182	0.10526315789473684	0.026143790849673203	0.03287905654806996	abnormal_vs_control_only	62
chr2:241689913:241689952:DEL	DEL	0.23376623376623376	0.12440191387559808	0.05228758169934641	0.03291422781392056	abnormal_vs_control_only	78
chr4:24293435:24293435:INS	INS	0.23376623376623376	0.15550239234449761	0.05228758169934641	0.03291422781392056	case_vs_control	91
chr14:104308677:104308727:DEL	DEL	0.37662337662337664	0.2822966507177033	0.1437908496732026	0.03291422781392056	case_vs_control	169
chr3:116911940:116911940:INS	INS	0.37662337662337664	0.33014354066985646	0.1437908496732026	0.03291422781392056	case_vs_control	189
chr6:10461865:10461865:INS	INS	0.37662337662337664	0.3014354066985646	0.1437908496732026	0.03291422781392056	case_vs_control	177
chr4:8316516:8316554:DEL	DEL	0.42857142857142855	0.3827751196172249	0.1830065359477124	0.03317567262795706	case_vs_control	221
chr1:162294223:162294223:INS	INS	0.19480519480519481	0.10526315789473684	0.032679738562091505	0.03334652475310569	abnormal_vs_control_only	64
chr6:16791443:16791443:INS	INS	0.22077922077922077	0.15789473684210525	0.0457516339869281	0.03334652475310569	case_vs_control	90
chr10:133460497:133460497:INS	INS	0.5454545454545454	0.6244019138755981	0.28104575163398693	0.03334652475310569	case_vs_control	346
chr4:49156007:49156047:DEL	DEL	0.5454545454545454	0.49760765550239233	0.28104575163398693	0.03334652475310569	case_vs_control	293
chr7:76227117:76227159:DEL	DEL	0.2987012987012987	0.22488038277511962	0.0915032679738562	0.03406919197486408	case_vs_control	131
chr1:248812509:248812553:DEL	DEL	0.12987012987012986	0.0645933014354067	0.006535947712418301	0.0343464145101973	abnormal_vs_control_only	38
chr11:79457816:79457816:INS	INS	0.12987012987012986	0.050239234449760764	0.006535947712418301	0.0343464145101973	abnormal_vs_control_only	32
chr3:146424977:146424977:INS	INS	0.33766233766233766	0.2631578947368421	0.11764705882352941	0.0343464145101973	case_vs_control	154
chr4:184965201:184965240:DEL	DEL	0.33766233766233766	0.2799043062200957	0.11764705882352941	0.0343464145101973	case_vs_control	161
chr11:61689571:61689571:INS	INS	0.4675324675324675	0.3923444976076555	0.21568627450980393	0.03469380235895726	case_vs_control	233
chr22:15440477:15441523:DEL	DEL	0.5064935064935064	0.43779904306220097	0.24836601307189543	0.03469380235895726	case_vs_control	260
chr5:154371614:154371614:INS	INS	0.44155844155844154	0.430622009569378	0.19607843137254902	0.03766366789250814	case_vs_control	244
chr1:25462798:25462798:INS	INS	0.36363636363636365	0.22727272727272727	0.13725490196078433	0.03772934434319694	abnormal_vs_control_only	144
chr8:125468271:125468309:DEL	DEL	0.2857142857142857	0.2535885167464115	0.08496732026143791	0.03790976078139171	case_vs_control	141
chr9:96027033:96027033:INS	INS	0.5194805194805194	0.5311004784688995	0.26143790849673204	0.03817223918879247	case_vs_control	302
chr13:24460441:24460441:INS	INS	0.4155844155844156	0.430622009569378	0.17647058823529413	0.03843541772925439	case_vs_control	239
chr5:857860:857953:DEL	DEL	0.4155844155844156	0.361244019138756	0.17647058823529413	0.03843541772925439	case_vs_control	210
chr22:50193931:50193931:INS	INS	0.38961038961038963	0.2966507177033493	0.1568627450980392	0.03843541772925439	case_vs_control	178
chr8:124639936:124639936:INS	INS	0.4805194805194805	0.423444976076555	0.22875816993464052	0.038473865936587956	case_vs_control	249
chr1:29686259:29686298:DEL	DEL	0.3246753246753247	0.2631578947368421	0.1111111111111111	0.03878656240178824	case_vs_control	152
chr12:30967717:30967717:INS	INS	0.3246753246753247	0.2942583732057416	0.1111111111111111	0.03878656240178824	case_vs_control	165
chr5:57225300:57225300:INS	INS	0.3246753246753247	0.2942583732057416	0.1111111111111111	0.03878656240178824	case_vs_control	165
chr10:97528324:97528324:INS	INS	0.5974025974025974	0.5885167464114832	0.3333333333333333	0.03903068624531089	case_vs_control	343
chr15:84498484:84498484:INS	INS	0.6103896103896104	0.6818181818181818	0.3464052287581699	0.03965333438372568	case_vs_control	385
chr7:29791577:29791577:INS	INS	0.6103896103896104	0.6196172248803827	0.3464052287581699	0.03965333438372568	case_vs_control	359
chr10:133759326:133759367:DEL	DEL	0.1038961038961039	0.07416267942583732	0.0	0.03965333438372568	case_vs_control	39
chr20:61565177:61565216:DEL	DEL	0.1038961038961039	0.0215311004784689	0.0	0.03965333438372568	abnormal_vs_control_only	17
chr6:63674283:63674283:INS	INS	0.1038961038961039	0.050239234449760764	0.0	0.03965333438372568	abnormal_vs_control_only	29
chr1:190694908:190694908:INS	INS	0.2727272727272727	0.19138755980861244	0.0784313725490196	0.03965333438372568	case_vs_control	113
chr15:48331090:48331090:INS	INS	0.2727272727272727	0.23444976076555024	0.0784313725490196	0.03965333438372568	case_vs_control	131
chr17:3958656:3958702:DEL	DEL	0.2727272727272727	0.21770334928229665	0.0784313725490196	0.03965333438372568	case_vs_control	124
chr5:4944762:4944850:DEL	DEL	0.2727272727272727	0.22488038277511962	0.0784313725490196	0.03965333438372568	case_vs_control	127
chr1:5199132:5199132:INS	INS	0.45454545454545453	0.4019138755980861	0.20915032679738563	0.03965333438372568	case_vs_control	235
chr21:14755732:14755732:INS	INS	0.45454545454545453	0.3492822966507177	0.20915032679738563	0.03965333438372568	case_vs_control	213
chr2:863728:863728:INS	INS	0.6623376623376623	0.45215311004784686	0.39869281045751637	0.04011030884786169	abnormal_vs_control_only	301
chr7:795023:795070:DEL	DEL	0.4935064935064935	0.3875598086124402	0.24183006535947713	0.04011030884786169	case_vs_control	237
chr12:130920019:130920019:INS	INS	0.5454545454545454	0.4904306220095694	0.2875816993464052	0.04066265187246283	case_vs_control	291
chr5:2658152:2658152:INS	INS	0.5454545454545454	0.5813397129186603	0.2875816993464052	0.04066265187246283	case_vs_control	329
chr5:178796761:178796798:DEL	DEL	0.37662337662337664	0.3157894736842105	0.1503267973856209	0.043013075678458496	case_vs_control	184
chr7:148330218:148330218:INS	INS	0.4025974025974026	0.2703349282296651	0.16993464052287582	0.043013075678458496	abnormal_vs_control_only	170
chr10:133074748:133074748:INS	INS	0.5584415584415584	0.45933014354066987	0.3006535947712418	0.043013075678458496	case_vs_control	281
chr18:13880128:13880128:INS	INS	0.2597402597402597	0.22727272727272727	0.0718954248366013	0.043013075678458496	case_vs_control	126
chr19:501545:501545:INS	INS	0.2597402597402597	0.1722488038277512	0.0718954248366013	0.043013075678458496	abnormal_vs_control_only	103
chr10:34261751:34261787:DEL	DEL	0.14285714285714285	0.0861244019138756	0.013071895424836602	0.04339488690971689	case_vs_control	49
chr16:26474669:26474669:INS	INS	0.5714285714285714	0.5550239234449761	0.3137254901960784	0.04544241703059569	case_vs_control	324
chr1:7602029:7602029:INS	INS	0.5844155844155844	0.49521531100478466	0.32679738562091504	0.046631993958250004	case_vs_control	302
chr1:151527813:151527813:INS	INS	0.5844155844155844	0.569377990430622	0.32679738562091504	0.046631993958250004	case_vs_control	333
chr5:168483870:168483870:INS	INS	0.5844155844155844	0.5645933014354066	0.32679738562091504	0.046631993958250004	case_vs_control	331
chr9:132779125:132779168:DEL	DEL	0.5844155844155844	0.5885167464114832	0.32679738562091504	0.046631993958250004	case_vs_control	341
chr1:20816025:20816075:DEL	DEL	0.24675324675324675	0.18660287081339713	0.06535947712418301	0.046631993958250004	case_vs_control	107
chr16:89231044:89231044:INS	INS	0.5194805194805194	0.39712918660287083	0.2679738562091503	0.046631993958250004	abnormal_vs_control_only	247
chr4:188455518:188455518:INS	INS	0.33766233766233766	0.2727272727272727	0.12418300653594772	0.046631993958250004	case_vs_control	159
chr8:143525033:143525033:INS	INS	0.33766233766233766	0.24880382775119617	0.12418300653594772	0.046631993958250004	case_vs_control	149
chr20:63034330:63034371:DEL	DEL	0.44155844155844154	0.3277511961722488	0.20261437908496732	0.04673382171754193	abnormal_vs_control_only	202
chr13:51844206:51844206:INS	INS	0.2987012987012987	0.22488038277511962	0.09803921568627451	0.04739563386100982	case_vs_control	132
chr4:56905349:56905349:INS	INS	0.4805194805194805	0.42105263157894735	0.23529411764705882	0.04811368793273068	case_vs_control	249
chr2:63686889:63686889:INS	INS	0.4155844155844156	0.39952153110047844	0.1830065359477124	0.04903490717490045	case_vs_control	227
chr7:155166898:155166898:INS	INS	0.36363636363636365	0.3397129186602871	0.1437908496732026	0.04903490717490045	case_vs_control	192
chr10:131957695:131957695:INS	INS	0.5324675324675324	0.5023923444976076	0.28104575163398693	0.04903490717490045	case_vs_control	294
chr3:2881720:2881720:INS	INS	0.5324675324675324	0.5287081339712919	0.28104575163398693	0.04903490717490045	case_vs_control	305
chr13:112666090:112666978:DEL	DEL	0.38961038961038963	0.291866028708134	0.16339869281045752	0.04903490717490045	abnormal_vs_control_only	177
chr4:178455861:178455861:INS	INS	0.38961038961038963	0.34688995215311	0.16339869281045752	0.04903490717490045	case_vs_control	200
chr5:179277430:179277975:DEL	DEL	0.23376623376623376	0.11722488038277512	0.058823529411764705	0.04903490717490045	abnormal_vs_control_only	76
chr14:105587870:105587870:INS	INS	0.6363636363636364	0.638755980861244	0.3790849673202614	0.04903490717490045	case_vs_control	374
chr14:46933802:46933842:DEL	DEL	0.15584415584415584	0.11004784688995216	0.0196078431372549	0.04903490717490045	case_vs_control	61
chr16:61398263:61398304:DEL	DEL	0.15584415584415584	0.09569377990430622	0.0196078431372549	0.04903490717490045	case_vs_control	55
chr3:195787501:195787501:INS	INS	0.15584415584415584	0.06698564593301436	0.0196078431372549	0.04903490717490045	abnormal_vs_control_only	43
chr7:49877481:49877492:DEL	DEL	0.15584415584415584	0.08133971291866028	0.0196078431372549	0.04903490717490045	abnormal_vs_control_only	49
